Gene1	Gene2	Score
UGR	WNT4	0.869041458300848
WT1pKTS	WT1mKTS	0.866896339695545
WT1mKTS	WT1pKTS	0.866896339695545
UGR	DKK1	-0.852602137100614
GATA4	WT1pKTS	0.851475908817194
WT1pKTS	GATA4	0.851475908817194
GATA4	WT1mKTS	0.850175339029439
WT1mKTS	GATA4	0.850175339029439
NR0B1	DMRT1	0.847745430065259
UGR	DMRT1	-0.846812688643425
UGR	FGF9	-0.843707043793413
DKK1	DMRT1	0.841931556583353
DMRT1	DKK1	0.841931556583353
NR0B1	DKK1	0.839483071058898
UGR	PGD2	-0.835980248816912
DKK1	FGF9	0.829998636975637
UGR	DHH	-0.829830040417707
DMRT1	FGF9	0.825749249705106
DKK1	NR0B1	-0.819428591148169
UGR	AMH	-0.817844367771049
DKK1	DHH	0.817613599172452
UGR	SOX9	-0.815350210015581
DMRT1	DHH	0.815169507973528
UGR	CBX2	0.815061527903996
DMRT1	NR0B1	-0.813656205889857
NR0B1	UGR	-0.812699185081067
DMRT1	PGD2	0.810424424212458
DKK1	PGD2	0.809820696336497
DKK1	AMH	0.808651850849067
DKK1	WNT4	-0.808154476767403
NR0B1	WNT4	-0.807474804667232
DMRT1	AMH	0.806536796400919
SRY	WNT4	-0.800607222977556
SRY	UGR	-0.796248987609574
UGR	SRY	-0.788007431605668
DMRT1	WNT4	-0.787792244864314
NR0B1	SRY	0.787759924516712
SRY	DMRT1	0.785717592673969
SRY	DKK1	0.785699885228561
CBX2	DHH	-0.781531867550396
CBX2	WNT4	0.778328395870514
UGR	NR0B1	0.77685920875273
CBX2	NR0B1	0.776714076439742
CBX2	FGF9	-0.774434356796635
DMRT1	SOX9	0.77112579673234
DKK1	SOX9	0.769315905468939
CBX2	PGD2	-0.764200483031035
NR0B1	CBX2	-0.761880724803085
CBX2	DKK1	-0.759195771203608
CBX2	DMRT1	-0.754991865981718
CBX2	AMH	-0.754514258553352
SRY	FGF9	0.75131859223933
SRY	CBX2	-0.750704449332863
SRY	NR0B1	0.750372072062854
NR0B1	SOX9	0.743791356960009
SRY	PGD2	0.743719636606837
SRY	DHH	0.743001830991154
DMRT1	CBX2	-0.742392863710391
DKK1	CBX2	-0.741197638182972
SRY	SOX9	0.73480822797661
CBX2	SOX9	-0.732839816628278
CBX2	UGR	0.72624093380133
SRY	AMH	0.720477091822811
SRY	RSPO1	-0.709611749601936
UGR	RSPO1	0.705540554659465
UGR	GATA4	0.695330304247667
UGR	WT1pKTS	0.690571536714777
RSPO1	NR5A1	-0.682877042684433
DKK1	GATA4	-0.667800032741251
NR0B1	CTNNB1	-0.661435257275194
NR0B1	RSPO1	-0.660548880741635
NR0B1	DHH	0.660350213676713
SRY	CTNNB1	-0.656076501485276
NR0B1	FGF9	0.655977626024706
NR5A1	NR0B1	0.65589931239682
UGR	WT1mKTS	0.652719648838528
NR0B1	PGD2	0.650507306723247
WNT4	NR0B1	0.646882850068126
CBX2	GATA4	0.644474420256297
NR5A1	DHH	-0.642437194166302
NR5A1	FGF9	-0.642148196252284
NR5A1	DKK1	-0.641100108217712
DKK1	NR5A1	-0.641100108217712
NR5A1	WNT4	0.639748504543785
CBX2	SRY	-0.636310925149997
CBX2	WT1pKTS	0.634298259921964
NR5A1	DMRT1	-0.63396643837815
DMRT1	GATA4	-0.632833102569463
NR0B1	AMH	0.632561336687709
DMRT1	NR5A1	-0.631883117724098
NR5A1	PGD2	-0.629790514743216
UGR	CTNNB1	0.629263514963412
DKK1	WT1pKTS	-0.626491233178324
NR5A1	AMH	-0.625646355719019
DMRT1	WT1pKTS	-0.622947972196187
DKK1	WT1mKTS	-0.620059345336263
SRY	GATA4	-0.616567058810223
DKK1	UGR	-0.616332513762086
DMRT1	WT1mKTS	-0.616331831485527
CBX2	RSPO1	0.601694953862421
NR5A1	SOX9	-0.600399071783362
WNT4	DKK1	0.599998249806303
CBX2	WT1mKTS	0.598862889392365
CTNNB1	RSPO1	0.598417606048408
DMRT1	UGR	-0.598022220239749
WNT4	DMRT1	0.597393556334787
SRY	WT1pKTS	-0.59486707542069
RSPO1	DKK1	0.5865349740106
WNT4	RSPO1	0.586270013600144
RSPO1	DMRT1	0.583186610917171
CTNNB1	NR5A1	-0.580467807198522
DKK1	SRY	0.580033260442915
RSPO1	FGF9	0.57723697911727
RSPO1	AMH	0.576473899424604
NR5A1	CBX2	0.575996268272161
CBX2	NR5A1	0.575996268272161
RSPO1	CTNNB1	0.574108623141603
RSPO1	WNT4	-0.5737367308343
RSPO1	DHH	0.573261079608584
DKK1	RSPO1	-0.572763763401781
DMRT1	RSPO1	-0.566225333628181
NR0B1	GATA4	-0.566092246424217
RSPO1	PGD2	0.565600280434471
SOX9	PGD2	0.565394140460446
DMRT1	SRY	0.559628968733533
NR0B1	WT1pKTS	-0.55842423151442
UGR	NR5A1	0.55828548573868
SOX9	AMH	0.55363082782663
RSPO1	SOX9	0.548079123461769
SOX9	FGF9	0.544170710085809
SOX9	DHH	0.543803730282225
WNT4	UGR	-0.543066183413235
NR5A1	WT1pKTS	0.536298129033051
NR5A1	RSPO1	-0.534875645398407
RSPO1	NR0B1	-0.531072487457409
NR0B1	WT1mKTS	-0.528376845007655
WNT4	SRY	0.527042064244796
SRY	WT1mKTS	-0.526848188876835
SOX9	NR0B1	-0.526108861861037
CBX2	CTNNB1	0.519878119583429
SOX9	DKK1	0.51236552703271
SOX9	WNT4	-0.500398685007576
NR5A1	WT1mKTS	0.497116678930682
WNT4	NR5A1	-0.494552985359713
SOX9	DMRT1	0.489835374970847
WNT4	CTNNB1	0.488683108561612
DKK1	CTNNB1	-0.48576502486984
RSPO1	UGR	-0.484641513279046
DMRT1	CTNNB1	-0.477742576005354
RSPO1	WT1mKTS	-0.477566766564171
NR5A1	GATA4	0.476787632987794
RSPO1	CBX2	-0.476197890147936
SRY	NR5A1	-0.468604788841597
WNT4	SOX9	0.467662437326038
SOX9	CBX2	-0.458784466039896
RSPO1	WT1pKTS	-0.454911803624582
WNT4	CBX2	-0.453491692859329
NR5A1	UGR	0.448990189217802
SOX9	WT1pKTS	-0.44750001701984
NR0B1	NR5A1	-0.445616034696913
NR5A1	SRY	-0.441479683468441
RSPO1	GATA4	-0.441145593800685
RSPO1	SRY	0.431649951703017
SOX9	GATA4	-0.431088648926419
WNT4	FGF9	-0.422005701040979
CTNNB1	DMRT1	0.417849557785348
WNT4	DHH	-0.415339145876719
CTNNB1	WNT4	0.414666819484368
CTNNB1	DKK1	0.408564584553372
WNT4	PGD2	-0.4066657125487
GATA4	SRY	0.404752658231065
SOX9	WT1mKTS	-0.392140835229064
CTNNB1	DHH	0.391255136604738
WT1pKTS	SRY	0.390877432878747
CTNNB1	FGF9	0.388812792584459
WNT4	AMH	-0.387093052128318
CTNNB1	PGD2	0.384447021347894
CTNNB1	AMH	0.375874727554251
CTNNB1	SOX9	0.375864740893761
WT1mKTS	SRY	0.374363065205224
NR5A1	CTNNB1	0.373767219052229
FOXL2	CBX2	0.357853041982353
SOX9	RSPO1	-0.356169878261212
AMH	SRY	-0.349358506082689
CTNNB1	UGR	-0.346532246317237
AMH	UGR	0.345801793311008
AMH	DKK1	-0.345696582703333
FOXL2	DMRT1	-0.344590847706715
FOXL2	SRY	-0.343104219603538
FOXL2	DKK1	-0.342830205213575
FOXL2	UGR	0.342212795135063
FOXL2	NR0B1	-0.338767657420926
FGF9	UGR	0.337402661965501
AMH	NR0B1	-0.335406060499729
GATA4	NR0B1	0.334423180403806
AMH	DMRT1	-0.333722106030071
GATA4	NR5A1	0.332218822849781
DHH	SRY	-0.331676702796353
DHH	UGR	0.330699526348945
CTNNB1	NR0B1	-0.329842132038975
DHH	NR0B1	-0.329662475637954
FGF9	NR0B1	-0.325379030572988
CTNNB1	WT1pKTS	-0.324658987754699
CTNNB1	WT1mKTS	-0.322718769979204
DHH	DKK1	-0.322064214190611
AMH	CBX2	0.32102074788556
FOXL2	WNT4	0.320910410198527
DHH	DMRT1	-0.320598811264732
SOX9	UGR	-0.3161525217338
SOX9	SRY	0.315978124154576
WT1mKTS	RSPO1	0.315635255130607
WT1pKTS	UGR	-0.315412476218364
WT1pKTS	NR0B1	0.315249056701599
FGF9	SRY	-0.315026239744269
WT1pKTS	WNT4	0.31465811175618
CTNNB1	SRY	0.313590161028329
WT1mKTS	NR5A1	0.311071279810011
WT1pKTS	NR5A1	0.310972686575821
FOXL2	SOX9	-0.310935564476785
WT1pKTS	DKK1	0.310726235315417
CTNNB1	CBX2	-0.303727253926591
SOX9	CTNNB1	-0.303060403145277
GATA4	RSPO1	0.302969276010273
GATA4	WNT4	0.301963356430197
UGR	FOXL2	0.301786312889662
DHH	CBX2	0.301385016531533
FOXL2	WT1pKTS	0.299843003637848
FOXL2	GATA4	0.2991530903378
GATA4	UGR	-0.298753983772584
WT1pKTS	RSPO1	0.298265140626406
WT1mKTS	CTNNB1	0.29778866562328
FOXL2	WT1mKTS	0.295640561363836
WT1mKTS	WNT4	0.29518201202109
WT1mKTS	NR0B1	0.294455671714886
PGD2	NR0B1	-0.293921711237623
SRY	FOXL2	-0.292163498555317
NR0B1	FOXL2	-0.292027517052629
WT1mKTS	UGR	-0.291000392222237
PGD2	UGR	0.288293494997162
PGD2	DMRT1	-0.287931779165466
FGF9	DKK1	-0.286879293522171
CTNNB1	GATA4	-0.285612598502041
FGF9	CBX2	0.285318656147317
FOXL2	AMH	-0.285017816754255
FOXL2	PGD2	-0.283211151374634
DHH	SOX9	-0.282989305472614
FOXL2	FGF9	-0.282318467985499
FOXL2	DHH	-0.279610335382691
PGD2	SRY	-0.27812210109111
AMH	SOX9	-0.276405327158731
PGD2	DKK1	-0.274750733518352
FGF9	DMRT1	-0.274344273325503
GATA4	CTNNB1	0.274314134558914
WT1pKTS	CTNNB1	0.272706283667298
WT1mKTS	DKK1	0.270378004663815
DHH	WT1pKTS	0.268054695127315
GATA4	DKK1	0.266503465548761
DHH	WNT4	0.263309238261601
WNT4	WT1mKTS	-0.260215896046575
FGF9	SOX9	-0.259554686479025
WT1pKTS	DMRT1	0.25646321897648
AMH	WNT4	0.254142846830505
DHH	WT1mKTS	0.253286904983658
PGD2	CBX2	0.252741482820082
FGF9	WNT4	0.251777369934307
DHH	GATA4	0.250018916302093
DHH	FGF9	0.249879892890763
FGF9	DHH	0.249879892890763
FGF9	WT1pKTS	0.249230959883947
PGD2	WNT4	-0.248821352319906
AMH	WT1mKTS	0.248383694254164
AMH	GATA4	0.244862880498069
DHH	PGD2	-0.244811510898565
FGF9	GATA4	0.244799897461112
AMH	WT1pKTS	0.244441701976636
WT1pKTS	PGD2	-0.243971367120869
PGD2	WT1pKTS	-0.243971367120869
DHH	NR5A1	0.243382929032822
FOXL2	CTNNB1	0.242144638789997
CBX2	FOXL2	0.240423178988281
WNT4	WT1pKTS	-0.240391408066494
FGF9	NR5A1	0.240047765218497
WT1pKTS	SOX9	-0.239540558276417
FGF9	RSPO1	-0.238913964177531
GATA4	SOX9	-0.237743320905995
FGF9	WT1mKTS	0.23513086522313
WT1pKTS	FGF9	-0.234613632194484
DHH	RSPO1	-0.233084944277925
WNT4	GATA4	-0.232168227817507
FOXL2	NR5A1	0.229632137469634
DKK1	FOXL2	-0.22893395875816
GATA4	AMH	-0.224648991072197
DHH	AMH	-0.224209362131123
GATA4	DMRT1	-0.218683634838064
WT1mKTS	DMRT1	0.217513646020338
GATA4	FGF9	-0.216861327629094
WT1mKTS	PGD2	-0.216317659481178
PGD2	WT1mKTS	-0.216317659481178
GATA4	CBX2	0.216120786880275
FGF9	PGD2	-0.214769544001509
WT1mKTS	AMH	-0.214560688016916
WT1pKTS	AMH	-0.211606762178142
FGF9	AMH	-0.210175377098438
AMH	PGD2	-0.209705646580597
GATA4	PGD2	-0.208913935397517
PGD2	GATA4	-0.208913935397517
DHH	FOXL2	0.208228196907658
WT1mKTS	SOX9	-0.206214113713355
WT1pKTS	CBX2	-0.205065035299496
WT1mKTS	CBX2	0.204494325604106
SOX9	NR5A1	0.204085200582676
PGD2	SOX9	-0.203330720297092
DMRT1	FOXL2	-0.199850466410881
WT1pKTS	DHH	-0.199645978852811
AMH	FGF9	-0.198875754527777
WT1pKTS	FOXL2	-0.196729507409155
DHH	CTNNB1	0.196025119137256
AMH	DHH	-0.195918580363041
AMH	FOXL2	0.195480081779875
WT1mKTS	FGF9	-0.195179264986597
FOXL2	RSPO1	0.192870709276216
PGD2	NR5A1	0.192258432314831
FGF9	FOXL2	0.191058265089329
WT1mKTS	FOXL2	-0.190638713212891
WT1mKTS	DHH	-0.188133897953022
AMH	NR5A1	0.188085322815913
GATA4	DHH	-0.1870265787076
GATA4	FOXL2	-0.185575938665151
PGD2	CTNNB1	0.185453886379552
PGD2	FGF9	0.184762129276918
PGD2	DHH	0.183539520153893
FGF9	CTNNB1	-0.17580867620846
PGD2	RSPO1	-0.171008521154757
PGD2	AMH	0.169911552522746
RSPO1	FOXL2	-0.166991547522804
