Gene1	Gene2	Score
CTNNB1	RSPO1	0.880288013254998
RSPO1	CTNNB1	0.880288013254998
UGR	FOXL2	-0.870535284281439
WNT4	FOXL2	0.869246702290257
WNT4	RSPO1	0.867407384734967
NR0B1	FOXL2	0.865022220979246
UGR	RSPO1	-0.863006366279338
RSPO1	FOXL2	0.85968120049063
CTNNB1	FOXL2	0.857904588467079
UGR	CTNNB1	-0.857568924568237
NR0B1	CTNNB1	0.854610575133462
WNT4	CTNNB1	0.853446070491092
NR0B1	WNT4	0.852924012497085
WNT4	NR0B1	0.852924012497085
GATA4	WT1mKTS	0.852572323807437
WT1mKTS	GATA4	0.852572323807437
NR0B1	RSPO1	0.850858082730089
CBX2	FOXL2	-0.845626694846796
UGR	CBX2	0.844013148305172
CTNNB1	CBX2	-0.840021267341643
RSPO1	CBX2	-0.837982378296304
CBX2	NR5A1	0.837830299647903
CBX2	RSPO1	-0.835857534647841
UGR	NR5A1	0.834277910457919
CBX2	CTNNB1	-0.831744341636144
CTNNB1	NR5A1	-0.82907118153384
RSPO1	NR5A1	-0.825964348959325
NR5A1	WT1pKTS	0.825876777655539
NR5A1	FOXL2	-0.824836942138265
CBX2	WT1pKTS	0.821310976951011
UGR	WT1pKTS	0.816823630677112
WNT4	UGR	-0.814492620715069
NR0B1	UGR	-0.813531800863921
RSPO1	WT1pKTS	-0.80456460464715
CTNNB1	WT1pKTS	-0.804484225076847
NR0B1	CBX2	-0.802032293948304
WNT4	CBX2	-0.80136487809581
FOXL2	NR5A1	-0.796128363432238
FOXL2	WT1pKTS	-0.793954976464099
WNT4	NR5A1	-0.784213091869466
NR0B1	NR5A1	-0.783735351691571
NR0B1	WT1pKTS	-0.77683888601935
WNT4	WT1pKTS	-0.771225363823581
CTNNB1	UGR	-0.759579563196004
UGR	WNT4	-0.756927916593125
WT1pKTS	NR5A1	0.750557478877134
UGR	NR0B1	-0.750045408611772
NR0B1	SRY	-0.748053878360215
CBX2	UGR	0.746962732875321
WT1pKTS	FOXL2	-0.745394798409073
WNT4	SRY	-0.739396594937061
RSPO1	UGR	-0.735606539691296
NR5A1	CBX2	0.728660612553884
NR5A1	RSPO1	-0.723974764202029
NR5A1	CTNNB1	-0.722759268506555
UGR	SRY	0.705022796667456
CTNNB1	SRY	-0.631849274937859
CBX2	SRY	0.625985180955873
RSPO1	SRY	-0.616484274304464
FOXL2	CBX2	-0.615330526227804
CBX2	WNT4	-0.607115374741286
CTNNB1	WNT4	0.60295278465467
FOXL2	RSPO1	0.597452332550777
FOXL2	CTNNB1	0.591994505397004
CBX2	NR0B1	-0.583854968192816
WT1mKTS	NR0B1	0.57968863668178
CTNNB1	NR0B1	0.577413939125714
RSPO1	WNT4	0.566641178518707
WT1mKTS	WNT4	0.564971709002803
RSPO1	NR0B1	0.556688321033495
GATA4	NR0B1	0.555606772040775
NR5A1	UGR	0.553257974268223
GATA4	WNT4	0.547416413041856
WT1pKTS	CTNNB1	-0.543291632673836
WT1pKTS	RSPO1	-0.542562529903047
WT1pKTS	CBX2	0.529815898930492
FOXL2	SRY	-0.518583307927745
SRY	FOXL2	-0.498561457331668
NR5A1	SRY	0.491123491580073
WT1mKTS	CTNNB1	0.455459970347179
