Gene1	Gene2	corVal	pValue
DMRT1	DMRT1	1	0
FGF9	FGF9	1	0
RSPO1	RSPO1	1	0
DHH	DHH	1	0
CTNNB1	CTNNB1	1	0
PGD2	PGD2	1	0
WT1mKTS	WT1mKTS	1	0
SRY	SRY	1	0
DKK1	DKK1	1	0
WNT4	WNT4	1	0
CBX2	CBX2	1	0
AMH	AMH	1	0
NR0B1	NR0B1	1	0
NR5A1	NR5A1	1	0
WT1pKTS	WT1pKTS	1	0
FOXL2	FOXL2	1	0
UGR	UGR	1	0
SOX9	SOX9	1	0
GATA4	GATA4	1	0
WT1pKTS	NR5A1	0.358698589938557	2.89956176366602e-49
NR5A1	WT1pKTS	0.358698589938556	2.89956176366681e-49
DKK1	DMRT1	0.268802365694371	1.32419229433924e-27
DMRT1	DKK1	0.268802365694371	1.32419229433924e-27
RSPO1	CTNNB1	0.237739006410922	8.87356418334333e-22
CTNNB1	RSPO1	0.237739006410922	8.87356418334443e-22
DKK1	SRY	0.222816412616155	2.93328263689269e-19
SRY	DKK1	0.222816412616155	2.93328263689269e-19
WNT4	NR0B1	0.219319384666632	1.07682448144377e-18
NR0B1	WNT4	0.219319384666631	1.0768244814439e-18
UGR	CBX2	0.209479741291843	3.7144985680595e-17
CBX2	UGR	0.209479741291843	3.7144985680595e-17
CTNNB1	WNT4	0.17822939110789	9.14077465634659e-13
WNT4	CTNNB1	0.178229391107889	9.14077465634669e-13
NR5A1	CBX2	0.17674227588053	1.41778612342041e-12
CBX2	NR5A1	0.17674227588053	1.4177861234205e-12
DMRT1	SRY	0.16938674228148	1.17602538973528e-11
SRY	DMRT1	0.16938674228148	1.17602538973531e-11
WT1pKTS	WT1mKTS	0.15610512042045	4.25550941578924e-10
WT1mKTS	WT1pKTS	0.15610512042045	4.2555094157893e-10
SRY	NR0B1	0.154147243256507	7.04461561881656e-10
NR0B1	SRY	0.154147243256507	7.04461561881677e-10
PGD2	AMH	0.143731830983136	9.2476898473189e-09
AMH	PGD2	0.143731830983136	9.24768984731909e-09
GATA4	WT1mKTS	0.136124194703846	5.41816616083166e-08
WT1mKTS	GATA4	0.136124194703846	5.41816616083176e-08
FGF9	DHH	0.132278806134006	1.27755606432507e-07
DHH	FGF9	0.132278806134006	1.27755606432508e-07
WNT4	RSPO1	0.130377785291145	1.93508814612008e-07
RSPO1	WNT4	0.130377785291144	1.93508814612016e-07
AMH	DHH	0.118657719567012	2.20104491697633e-06
DHH	AMH	0.118657719567012	2.20104491697638e-06
SRY	WT1pKTS	0.110512885095857	1.04812111182564e-05
WT1pKTS	SRY	0.110512885095857	1.04812111182564e-05
WT1pKTS	UGR	0.103410186574163	3.75304541323248e-05
UGR	WT1pKTS	0.103410186574163	3.7530454132325e-05
DHH	PGD2	0.101743293314702	5.00521520954748e-05
PGD2	DHH	0.101743293314702	5.00521520954749e-05
SOX9	DKK1	0.101738808868877	5.00906433514527e-05
DKK1	SOX9	0.101738808868877	5.00906433514546e-05
DMRT1	SOX9	0.0983976206163852	8.80483422710253e-05
SOX9	DMRT1	0.098397620616385	8.80483422710273e-05
CTNNB1	NR0B1	0.0915463418842068	0.000265184212454212
NR0B1	CTNNB1	0.0915463418842067	0.000265184212454216
WT1pKTS	GATA4	0.0864544848076542	0.000574256754184687
GATA4	WT1pKTS	0.0864544848076542	0.000574256754184688
FGF9	PGD2	0.0853235717101014	0.000678109653655599
PGD2	FGF9	0.0853235717101013	0.00067810965365561
FGF9	AMH	0.0793583203820899	0.00157815432815403
AMH	FGF9	0.0793583203820898	0.00157815432815404
WT1pKTS	DMRT1	0.0790821706539762	0.00163895196118026
DMRT1	WT1pKTS	0.0790821706539761	0.00163895196118028
SOX9	NR5A1	0.076708890427633	0.00225735820145258
NR5A1	SOX9	0.0767088904276328	0.00225735820145265
SOX9	PGD2	0.0741908092909575	0.00314127399813685
PGD2	SOX9	0.0741908092909574	0.00314127399813687
SOX9	DHH	0.0654946199481624	0.00914539916067235
DHH	SOX9	0.0654946199481623	0.0091453991606724
FOXL2	CTNNB1	0.0650292092145272	0.00965325875439204
CTNNB1	FOXL2	0.065029209214527	0.00965325875439228
FOXL2	WT1mKTS	0.0611906381492689	0.0148939896557367
WT1mKTS	FOXL2	0.0611906381492687	0.0148939896557369
CBX2	WT1pKTS	0.0544924868794883	0.030159662713099
WT1pKTS	CBX2	0.0544924868794882	0.0301596627130994
FOXL2	UGR	0.0536651553058989	0.0327590622107932
UGR	FOXL2	0.0536651553058989	0.0327590622107933
CBX2	GATA4	0.0513543897910394	0.041055634573292
GATA4	CBX2	0.0513543897910393	0.0410556345732923
RSPO1	FOXL2	0.0417036594006389	0.0971819890799848
FOXL2	RSPO1	0.0417036594006389	0.0971819890799848
