Gene1	Gene2	corVal	pValue
DMRT1	DMRT1	1	0
FGF9	FGF9	1	0
RSPO1	RSPO1	1	0
DHH	DHH	1	0
CTNNB1	CTNNB1	1	0
PGD2	PGD2	1	0
WT1mKTS	WT1mKTS	1	0
SRY	SRY	1	0
DKK1	DKK1	1	0
WNT4	WNT4	1	0
CBX2	CBX2	1	0
AMH	AMH	1	0
NR0B1	NR0B1	1	0
NR5A1	NR5A1	1	0
WT1pKTS	WT1pKTS	1	0
FOXL2	FOXL2	1	0
UGR	UGR	1	0
SOX9	SOX9	1	0
GATA4	GATA4	1	0
WT1pKTS	NR5A1	0.362446947796242	2.46131834629566e-50
NR5A1	WT1pKTS	0.362446947796242	2.46131834629619e-50
DMRT1	DKK1	0.270920904634154	4.95696832397515e-28
DKK1	DMRT1	0.270920904634154	4.95696832397555e-28
DKK1	SRY	0.225091809877744	1.24359676866826e-19
SRY	DKK1	0.225091809877744	1.24359676866826e-19
RSPO1	CTNNB1	0.218670712677315	1.36726047327152e-18
CTNNB1	RSPO1	0.218670712677315	1.36726047327159e-18
NR0B1	WNT4	0.205330053681259	1.56988161235488e-16
WNT4	NR0B1	0.205330053681259	1.56988161235504e-16
UGR	CBX2	0.192335516098112	1.17643778154188e-14
CBX2	UGR	0.192335516098112	1.17643778154188e-14
SRY	DMRT1	0.187430977311239	5.55632254122946e-14
DMRT1	SRY	0.187430977311239	5.55632254122961e-14
CTNNB1	WNT4	0.170064771353422	9.7138549992256e-12
WNT4	CTNNB1	0.170064771353421	9.71385499922589e-12
NR5A1	CBX2	0.165316353110145	3.64538203064724e-11
CBX2	NR5A1	0.165316353110145	3.64538203064737e-11
AMH	PGD2	0.148270580012383	3.07840355387812e-09
PGD2	AMH	0.148270580012383	3.07840355387812e-09
NR0B1	SRY	0.147520182742509	3.70102540216250e-09
SRY	NR0B1	0.147520182742509	3.70102540216250e-09
RSPO1	WNT4	0.140738631177204	1.8751278805473e-08
WNT4	RSPO1	0.140738631177204	1.87512788054742e-08
GATA4	WT1mKTS	0.129253104067099	2.46710755862982e-07
WT1mKTS	GATA4	0.129253104067099	2.46710755862987e-07
AMH	DHH	0.12606554458133	4.85677806410044e-07
DHH	AMH	0.12606554458133	4.85677806410046e-07
DHH	FGF9	0.125395302080677	5.58853055086787e-07
FGF9	DHH	0.125395302080677	5.5885305508679e-07
SOX9	DKK1	0.121955004148687	1.13558712748731e-06
DKK1	SOX9	0.121955004148687	1.13558712748732e-06
WT1mKTS	WT1pKTS	0.119705384810858	1.78700367447725e-06
WT1pKTS	WT1mKTS	0.119705384810858	1.78700367447726e-06
WT1pKTS	GATA4	0.101353138566746	5.3507879619407e-05
GATA4	WT1pKTS	0.101353138566745	5.3507879619409e-05
UGR	WT1pKTS	0.099998213353334	6.73460015530247e-05
WT1pKTS	UGR	0.099998213353334	6.7346001553025e-05
WT1pKTS	SRY	0.0980486307722953	9.32982498938513e-05
SRY	WT1pKTS	0.0980486307722951	9.32982498938538e-05
FGF9	PGD2	0.0933315727882963	0.000200359572296353
PGD2	FGF9	0.0933315727882963	0.000200359572296354
PGD2	DHH	0.088958294022295	0.000394690014756968
DHH	PGD2	0.0889582940222948	0.000394690014756977
NR0B1	CTNNB1	0.0832637388258871	0.000913318089369689
CTNNB1	NR0B1	0.0832637388258869	0.000913318089369706
CBX2	WT1pKTS	0.0800016673911957	0.00144447381093239
WT1pKTS	CBX2	0.0800016673911956	0.0014444738109324
AMH	FGF9	0.0799790523963069	0.00144899040259256
FGF9	AMH	0.0799790523963067	0.00144899040259259
WT1pKTS	DMRT1	0.0768250450612596	0.00222270231505497
DMRT1	WT1pKTS	0.0768250450612595	0.002222702315055
SOX9	DMRT1	0.0765742010018178	0.00229816300760056
DMRT1	SOX9	0.0765742010018178	0.00229816300760058
SOX9	NR5A1	0.0716250957558921	0.00435608445380938
NR5A1	SOX9	0.0716250957558919	0.00435608445380945
FOXL2	CTNNB1	0.0702845948732968	0.00514743124589737
CTNNB1	FOXL2	0.0702845948732968	0.0051474312458974
DHH	SOX9	0.0687102018887911	0.00624103813830106
SOX9	DHH	0.0687102018887911	0.00624103813830107
UGR	FOXL2	0.0667776899168184	0.00786647781861137
FOXL2	UGR	0.0667776899168184	0.00786647781861137
RSPO1	FOXL2	0.0608256643993532	0.0155036052277774
FOXL2	RSPO1	0.0608256643993532	0.0155036052277774
PGD2	SOX9	0.0588842086596353	0.019129149919494
SOX9	PGD2	0.0588842086596353	0.019129149919494
WT1pKTS	DKK1	0.0561877854156029	0.0253819270170075
DKK1	WT1pKTS	0.0561877854156028	0.0253819270170078
FOXL2	WT1mKTS	0.0547901927774771	0.0292686420236057
WT1mKTS	FOXL2	0.054790192777477	0.0292686420236058
