Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	1.252030	0.000000	0.000000
FGF9	-	DMRT1	-0.010752	0.082348	-0.000934
RSPO1	+	DMRT1	0.138707	0.000915	0.000134
DHH	+	DMRT1	0.083331	0.008783	0.000772
CTNNB1	-	DMRT1	-0.044937	0.109297	-0.005178
PGD2	+	DMRT1	0.243596	0.000000	0.000000
WT1mKTS	+	DMRT1	1.430036	0.000000	0.000000
SRY	+	DMRT1	0.181182	0.000000	0.000000
DKK1	+	DMRT1	1.200572	0.000000	0.000000
WNT4	-	DMRT1	-0.098460	0.712247	-0.073937
CBX2	-	DMRT1	-0.206726	1.000000	-0.217956
AMH	-	DMRT1	-0.034994	0.134582	-0.004965
NR0B1	+	DMRT1	0.006971	0.056889	0.000418
NR5A1	-	DMRT1	-0.286227	1.000000	-0.301774
WT1pKTS	+	DMRT1	0.998581	0.000000	0.000000
FOXL2	-	DMRT1	-0.128703	0.491456	-0.066688
UGR	-	DMRT1	-0.042943	0.150264	-0.006803
SOX9	+	DMRT1	0.218739	0.000000	0.000000
GATA4	+	DMRT1	0.168278	0.000000	0.000000
DMRT1	+	FGF9	0.476386	0.000000	0.000000
FGF9	+	FGF9	1.166793	0.000000	0.000000
RSPO1	-	FGF9	-0.114796	0.954557	-0.115532
DHH	+	FGF9	0.948674	0.000000	0.000000
CTNNB1	-	FGF9	-0.051721	0.172154	-0.009388
PGD2	+	FGF9	1.163510	0.000000	0.000000
WT1mKTS	+	FGF9	0.076947	0.000000	0.000000
SRY	+	FGF9	1.023934	0.000000	0.000000
DKK1	-	FGF9	-0.014352	0.144463	-0.002186
WNT4	-	FGF9	-0.008343	0.074893	-0.000659
CBX2	+	FGF9	0.002697	0.055301	0.000157
AMH	+	FGF9	1.119205	0.000000	0.000000
NR0B1	-	FGF9	-0.157679	0.999996	-0.166243
NR5A1	+	FGF9	0.872604	0.000000	0.000000
WT1pKTS	+	FGF9	0.641220	0.000000	0.000000
FOXL2	+	FGF9	0.030251	0.029940	0.000955
UGR	+	FGF9	0.019644	0.037354	0.000774
SOX9	+	FGF9	0.075231	0.000902	0.000072
GATA4	-	FGF9	-0.098608	0.990555	-0.102982
DMRT1	+	RSPO1	0.574267	0.000000	0.000000
FGF9	-	RSPO1	-0.117275	0.450418	-0.055692
RSPO1	+	RSPO1	0.880732	0.000000	0.000000
DHH	-	RSPO1	-0.140908	0.667888	-0.099223
CTNNB1	+	RSPO1	0.607112	0.000000	0.000000
PGD2	+	RSPO1	0.008443	0.063665	0.000567
WT1mKTS	+	RSPO1	0.334073	0.000000	0.000000
SRY	+	RSPO1	0.045464	0.035000	0.001678
DKK1	+	RSPO1	0.030881	0.052601	0.001713
WNT4	+	RSPO1	0.391574	0.000000	0.000000
CBX2	+	RSPO1	0.152488	0.003155	0.000507
AMH	+	RSPO1	0.034740	0.050954	0.001866
NR0B1	-	RSPO1	-0.041425	0.136179	-0.005948
