Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	0.698599	0.000000	0.000000
FGF9	+	DMRT1	0.051825	0.022377	0.001372
RSPO1	+	DMRT1	1.060607	0.000000	0.000000
DHH	+	DMRT1	0.027225	0.026429	0.000851
CTNNB1	+	DMRT1	0.456196	0.000000	0.000000
PGD2	+	DMRT1	0.112636	0.006262	0.000835
WT1mKTS	+	DMRT1	1.244008	0.000000	0.000000
SRY	+	DMRT1	0.051846	0.014623	0.000897
DKK1	+	DMRT1	0.184170	0.000013	0.000003
WNT4	+	DMRT1	0.707750	0.000000	0.000000
CBX2	+	DMRT1	0.059802	0.005186	0.000367
AMH	+	DMRT1	0.057954	0.020745	0.001423
NR0B1	+	DMRT1	0.349395	0.000000	0.000000
NR5A1	+	DMRT1	0.224844	0.000000	0.000000
WT1pKTS	+	DMRT1	0.995127	0.000000	0.000000
FOXL2	-	DMRT1	-0.057365	0.433964	-0.029456
UGR	+	DMRT1	0.022484	0.032018	0.000852
SOX9	+	DMRT1	0.202701	0.000006	0.000001
GATA4	+	DMRT1	0.029824	0.000316	0.000011
DMRT1	+	FGF9	0.153780	0.135958	0.024739
FGF9	+	FGF9	0.138193	0.116966	0.019126
RSPO1	+	FGF9	0.006341	0.079432	0.000596
DHH	-	FGF9	-0.006354	0.036407	-0.000274
CTNNB1	-	FGF9	-0.006391	0.079430	-0.000601
PGD2	+	FGF9	0.011216	0.039348	0.000522
WT1mKTS	-	FGF9	-0.213484	0.236526	-0.059748
SRY	+	FGF9	0.049014	0.075698	0.004390
DKK1	+	FGF9	0.045252	0.062635	0.003354
WNT4	+	FGF9	0.084979	0.101255	0.010181
CBX2	+	FGF9	0.039456	0.082608	0.003857
AMH	+	FGF9	0.179391	0.153851	0.032657
NR0B1	+	FGF9	0.703095	0.000000	0.000000
NR5A1	+	FGF9	0.025741	0.080756	0.002460
WT1pKTS	+	FGF9	0.011680	0.074712	0.001033
FOXL2	+	FGF9	0.156957	0.208321	0.038689
UGR	+	FGF9	0.152709	0.173430	0.031338
SOX9	+	FGF9	0.124334	0.109897	0.016168
GATA4	+	FGF9	0.440405	0.982700	0.512095
DMRT1	+	RSPO1	0.134310	0.014085	0.002238
FGF9	-	RSPO1	-0.029179	0.063708	-0.002200
RSPO1	+	RSPO1	1.066731	0.000000	0.000000
DHH	-	RSPO1	-0.025194	0.056161	-0.001674
CTNNB1	+	RSPO1	0.909363	0.000000	0.000000
PGD2	+	RSPO1	0.133687	0.023330	0.003690
WT1mKTS	+	RSPO1	1.094478	0.000000	0.000000
SRY	-	RSPO1	-0.074718	0.258259	-0.022833
DKK1	-	RSPO1	-0.017069	0.051044	-0.001031
WNT4	+	RSPO1	0.129398	0.000003	0.000000
CBX2	-	RSPO1	-0.287406	1.000000	-0.340073
AMH	+	RSPO1	0.098814	0.035881	0.004195
NR0B1	-	RSPO1	-0.000242	0.092706	-0.000027
NR5A1	-	RSPO1	-0.060018	0.270224	-0.019190
WT1pKTS	+	RSPO1	0.038532	0.038962	0.001776
FOXL2	+	RSPO1	0.132933	0.000038	0.000006
UGR	-	RSPO1	-0.152319	0.989143	-0.178275
SOX9	+	RSPO1	0.020821	0.039425	0.000971
GATA4	+	RSPO1	0.274138	0.000000	0.000000
DMRT1	+	DHH	0.040790	0.056356	0.002720
FGF9	+	DHH	0.106728	0.096025	0.012127
RSPO1	+	DHH	0.092605	0.116311	0.012745
DHH	+	DHH	0.058233	0.066287	0.004567
CTNNB1	+	DHH	0.055777	0.099532	0.006569
PGD2	+	DHH	0.099523	0.090368	0.010642
WT1mKTS	-	DHH	-0.040524	0.117347	-0.005627
SRY	+	DHH	0.002031	0.040493	0.000097
DKK1	-	DHH	-0.001861	0.037884	-0.000083
WNT4	+	DHH	0.631701	0.000000	0.000000
CBX2	+	DHH	0.055403	0.091166	0.005976
AMH	+	DHH	0.156895	0.127938	0.023751
NR0B1	+	DHH	0.474510	0.000000	0.000000
NR5A1	+	DHH	0.073166	0.101781	0.008812
WT1pKTS	-	DHH	-0.032550	0.078146	-0.003010
FOXL2	+	DHH	0.034488	0.082775	0.003378
UGR	+	DHH	0.121459	0.127154	0.018274
SOX9	+	DHH	0.170574	0.141472	0.028553
GATA4	+	DHH	0.363894	0.961917	0.414180
DMRT1	+	CTNNB1	0.105187	0.112702	0.014027
FGF9	-	CTNNB1	-0.015503	0.042462	-0.000779
RSPO1	+	CTNNB1	0.557950	1.000000	0.660195
DHH	-	CTNNB1	-0.056883	0.073571	-0.004952
CTNNB1	+	CTNNB1	0.399468	0.999977	0.472660
PGD2	-	CTNNB1	-0.001436	0.037313	-0.000063
WT1mKTS	+	CTNNB1	0.748398	1.000000	0.885543
SRY	-	CTNNB1	-0.067623	0.093209	-0.007458
DKK1	+	CTNNB1	0.071950	0.088565	0.007540
WNT4	+	CTNNB1	0.056584	0.106597	0.007137
CBX2	-	CTNNB1	-0.357208	0.999944	-0.422643
AMH	+	CTNNB1	0.144216	0.144227	0.024611
NR0B1	+	CTNNB1	0.159437	0.227183	0.042859
NR5A1	-	CTNNB1	-0.057544	0.096452	-0.006567
WT1pKTS	+	CTNNB1	0.001103	0.072330	0.000094
FOXL2	+	CTNNB1	0.163500	0.241128	0.046649
UGR	-	CTNNB1	-0.192738	0.372776	-0.085014
SOX9	+	CTNNB1	0.074004	0.087635	0.007674
GATA4	-	CTNNB1	-0.240662	0.516438	-0.147063
DMRT1	+	PGD2	0.026469	0.047467	0.001487
FGF9	+	PGD2	0.061713	0.071340	0.005209
RSPO1	+	PGD2	0.092910	0.116750	0.012835
DHH	+	PGD2	0.059903	0.069720	0.004942
CTNNB1	+	PGD2	0.045932	0.095674	0.005200
PGD2	+	PGD2	0.100169	0.094080	0.011151
WT1mKTS	-	PGD2	-0.062486	0.124455	-0.009202
SRY	-	PGD2	-0.106274	0.115283	-0.014497
DKK1	+	PGD2	0.062728	0.075373	0.005594
WNT4	+	PGD2	0.026834	0.088131	0.002798
CBX2	+	PGD2	0.040408	0.081206	0.003883
AMH	+	PGD2	0.147858	0.127894	0.022375
NR0B1	+	PGD2	0.532816	0.000000	0.000000
NR5A1	-	PGD2	-0.023919	0.075245	-0.002130
WT1pKTS	+	PGD2	0.018976	0.074453	0.001672
FOXL2	+	PGD2	0.539572	0.000000	0.000000
UGR	+	PGD2	0.179546	0.258048	0.054822
SOX9	+	PGD2	0.153523	0.134081	0.024357
GATA4	+	PGD2	0.403266	0.999233	0.476799
DMRT1	+	WT1mKTS	0.041311	0.086705	0.004238
FGF9	+	WT1mKTS	0.012507	0.051874	0.000768
RSPO1	+	WT1mKTS	0.078577	0.009222	0.000857
DHH	+	WT1mKTS	0.050862	0.092429	0.005563
CTNNB1	+	WT1mKTS	0.031703	0.060245	0.002260
PGD2	+	WT1mKTS	0.036745	0.083484	0.003630
WT1mKTS	+	WT1mKTS	0.604482	1.000000	0.715255
SRY	-	WT1mKTS	-0.008221	0.058868	-0.000573
