Regulator	Target	SINGE_Score
WT1mKTS	CBX2	6
WT1mKTS	NR5A1	1.5
WT1mKTS	RSPO1	0.66666
GATA4	FOXL2	0.375
GATA4	CBX2	0.24
WT1mKTS	CTNNB1	0.16666
WT1mKTS	FOXL2	0.12244
GATA4	FGF9	0.09375
GATA4	SRY	0.07407
WT1mKTS	DHH	0.06
WT1mKTS	NR0B1	0.04958
WT1mKTS	DMRT1	0.04166
GATA4	DMRT1	0.0355
WT1mKTS	SRY	0.03061
RSPO1	CBX2	0.02666
WT1mKTS	PGD2	0.02343
WT1mKTS	SOX9	0.02076
GATA4	DKK1	0.01851
GATA4	WT1pKTS	0.01662
WT1mKTS	DKK1	0.015
WT1mKTS	WNT4	0.01239
GATA4	WNT4	0.01134
WT1mKTS	AMH	0.01041
RSPO1	UGR	0.0096
RSPO1	CTNNB1	0.00887
FGF9	WT1pKTS	0.00823
DMRT1	CBX2	0.00713
GATA4	DHH	0.00666
RSPO1	FOXL2	0.00624
DMRT1	NR5A1	0.00585
SOX9	RSPO1	0.0055
RSPO1	WT1pKTS	0.00489
RSPO1	NR5A1	0.00462
SOX9	UGR	0.00438
CTNNB1	UGR	0.00415
FGF9	NR5A1	0.00394
FGF9	DMRT1	0.00375
FGF9	RSPO1	0.00356
DKK1	FOXL2	0.0034
WT1mKTS	UGR	0.00324
DMRT1	RSPO1	0.00309
PGD2	SRY	0.00296
GATA4	UGR	0.00283
CBX2	UGR	0.00271
WNT4	FOXL2	0.0026
DMRT1	FOXL2	0.00249
DKK1	UGR	0.0024
DHH	PGD2	0.0023
SOX9	CTNNB1	0.00221
SOX9	CBX2	0.00205
GATA4	PGD2	0.00198
PGD2	SOX9	0.00191
GATA4	SOX9	0.00184
UGR	NR0B1	0.00172
CBX2	RSPO1	0.00166
GATA4	RSPO1	0.00161
AMH	UGR	0.00156
CBX2	SRY	0.00151
WT1mKTS	GATA4	0.00146
WNT4	PGD2	0.00142
DMRT1	UGR	0.00137
UGR	WNT4	0.00133
DKK1	NR5A1	0.00129
NR0B1	WT1pKTS	0.00126
AMH	WT1pKTS	0.00122
CTNNB1	RSPO1	0.00115
AMH	SRY	0.00112
AMH	RSPO1	0.00109
WT1mKTS	WT1pKTS	0.00106
AMH	PGD2	0.00103
DHH	FOXL2	0.00101
DKK1	RSPO1	0.00098
SOX9	WT1pKTS	0.00096
DKK1	NR0B1	0.00093
DHH	UGR	0.00091
SOX9	DKK1	0.00089
NR0B1	PGD2	0.00087
SRY	RSPO1	0.00085
DKK1	WNT4	0.00083
DMRT1	PGD2	0.00081
CTNNB1	CBX2	0.00079
