Gene1	Gene2	Score
WT1pKTS	WT1mKTS	0.876608381265335
WT1mKTS	WT1pKTS	0.876608381265335
UGR	WNT4	0.861908603701955
NR0B1	DMRT1	0.858833261027872
NR0B1	DKK1	0.855806010728134
UGR	DKK1	-0.852292173010538
DKK1	DMRT1	0.847874163063013
DMRT1	DKK1	0.847874163063013
GATA4	WT1pKTS	0.84610341478171
WT1pKTS	GATA4	0.84610341478171
DKK1	FGF9	0.841258532321583
GATA4	WT1mKTS	0.839857733209417
WT1mKTS	GATA4	0.839857733209417
DMRT1	FGF9	0.838797467529042
UGR	DMRT1	-0.83791043280031
UGR	FGF9	-0.834348868992938
DMRT1	DHH	0.830969782604428
DMRT1	PGD2	0.829573892375768
DKK1	NR0B1	-0.826763676609027
DKK1	AMH	0.82631834581311
DKK1	PGD2	0.824827382125791
DKK1	WNT4	-0.824619867316028
DMRT1	AMH	0.823662924271057
DKK1	DHH	0.823200161338373
DMRT1	NR0B1	-0.822774470835399
UGR	PGD2	-0.81710510005151
UGR	DHH	-0.815265687868611
DMRT1	WNT4	-0.81502103930661
UGR	SOX9	-0.811058483245132
UGR	CBX2	0.806353200384395
UGR	AMH	-0.801444056810399
SRY	DKK1	0.79985617265861
SRY	DMRT1	0.799138751723527
NR0B1	UGR	-0.797947004605521
SRY	WNT4	-0.797467268927862
SRY	UGR	-0.796350017981982
NR0B1	SRY	0.787224974473276
NR0B1	WNT4	-0.786518879199968
UGR	SRY	-0.785426305066175
CBX2	WNT4	0.777104553810059
CBX2	NR0B1	0.776048114249352
DKK1	SOX9	0.773401533185285
CBX2	FGF9	-0.772222012933954
DMRT1	SOX9	0.765817981968051
CBX2	PGD2	-0.764019648623026
CBX2	DHH	-0.763448407608762
DKK1	CBX2	-0.762326193576995
SRY	FGF9	0.76165981093146
CBX2	DKK1	-0.757469635103801
CBX2	AMH	-0.757436542925867
UGR	NR0B1	0.752000472102923
CBX2	DMRT1	-0.750478151317274
SRY	NR0B1	0.747464838736744
SRY	SOX9	0.745979063283891
SRY	PGD2	0.744492006285061
DMRT1	CBX2	-0.743744644776183
SRY	DHH	0.741071895874228
SRY	RSPO1	-0.740798406552239
SRY	CBX2	-0.73952645869501
CBX2	SOX9	-0.737373562379227
NR0B1	CBX2	-0.73116020867786
NR0B1	SOX9	0.730347648896142
UGR	RSPO1	0.729943711071496
SRY	AMH	0.725952473989628
CBX2	UGR	0.717573597214598
RSPO1	NR5A1	-0.69351520016335
UGR	GATA4	0.683645773045865
DKK1	GATA4	-0.677087110461729
UGR	WT1pKTS	0.661710214981543
NR0B1	RSPO1	-0.659486771858796
NR0B1	CTNNB1	-0.657705922940418
NR5A1	WNT4	0.654041317924224
DMRT1	GATA4	-0.648339977667641
SRY	CTNNB1	-0.647587139963881
NR0B1	DHH	0.645322756965842
NR0B1	FGF9	0.643740948917841
DKK1	WT1pKTS	-0.64318175510544
CBX2	SRY	-0.639357208668601
NR5A1	FGF9	-0.637891461268489
NR5A1	DKK1	-0.636465068621594
DKK1	NR5A1	-0.636465068621594
DMRT1	WT1pKTS	-0.635253399398292
NR0B1	PGD2	0.634785413600291
NR5A1	DMRT1	-0.634083902361585
DMRT1	NR5A1	-0.634083902361585
CBX2	WT1pKTS	0.634072005020232
UGR	WT1mKTS	0.630998589273896
CBX2	GATA4	0.628988225260929
CBX2	RSPO1	0.626717148548562
NR5A1	DHH	-0.625609418474373
NR5A1	NR0B1	0.62415977586307
WNT4	NR0B1	0.624029964850466
DKK1	WT1mKTS	-0.620765250289511
NR5A1	PGD2	-0.620311096743242
NR5A1	AMH	-0.618558448821447
NR0B1	AMH	0.616339028122782
DMRT1	WT1mKTS	-0.609186992583311
WNT4	RSPO1	0.608560269025717
UGR	CTNNB1	0.604100233569581
DKK1	UGR	-0.599665192117992
DMRT1	UGR	-0.59628149234411
SOX9	FGF9	0.596102987887974
SRY	GATA4	-0.595344976625154
SOX9	PGD2	0.592704887082975
CBX2	WT1mKTS	0.591597490000847
DMRT1	RSPO1	-0.590512876271175
SRY	WT1pKTS	-0.589281246965816
DKK1	RSPO1	-0.588454955629438
NR5A1	SOX9	-0.583072354032356
CTNNB1	NR5A1	-0.582768768638596
RSPO1	DMRT1	0.582079722226185
SOX9	DHH	0.581912790021227
SOX9	AMH	0.581403144602084
RSPO1	DKK1	0.579120575211372
CTNNB1	RSPO1	0.577181509387026
DKK1	SRY	0.576656148677633
SOX9	NR0B1	-0.574778945624277
RSPO1	FGF9	0.570576616667566
RSPO1	WNT4	-0.564727702070344
RSPO1	CTNNB1	0.562931914429191
RSPO1	PGD2	0.562012381647421
RSPO1	DHH	0.561906790966068
NR5A1	CBX2	0.561185361344146
CBX2	NR5A1	0.561185361344146
DMRT1	SRY	0.561176811831841
RSPO1	AMH	0.557434335525697
WNT4	DMRT1	0.557039903876459
WNT4	DKK1	0.554653570731205
NR0B1	GATA4	-0.549786320801713
NR0B1	WT1pKTS	-0.548339441569339
UGR	NR5A1	0.544031644067766
NR5A1	RSPO1	-0.53942996347485
RSPO1	SOX9	0.537506960133789
SRY	WT1mKTS	-0.525895465418981
NR0B1	WT1mKTS	-0.52059895177389
