Gene1	Gene2	corVal	pValue
DMRT1	DMRT1	1	0
FGF9	FGF9	1	0
RSPO1	RSPO1	1	0
DHH	DHH	1	0
CTNNB1	CTNNB1	1	0
PGD2	PGD2	1	0
WT1mKTS	WT1mKTS	1	0
SRY	SRY	1	0
DKK1	DKK1	1	0
WNT4	WNT4	1	0
CBX2	CBX2	1	0
AMH	AMH	1	0
NR0B1	NR0B1	1	0
NR5A1	NR5A1	1	0
WT1pKTS	WT1pKTS	1	0
FOXL2	FOXL2	1	0
UGR	UGR	1	0
SOX9	SOX9	1	0
GATA4	GATA4	1	0
NR5A1	WT1pKTS	0.355145065712136	2.91485710777176e-48
WT1pKTS	NR5A1	0.355145065712136	2.91485710777252e-48
DKK1	DMRT1	0.266451441147731	3.89970605950542e-27
DMRT1	DKK1	0.266451441147731	3.89970605950567e-27
CTNNB1	RSPO1	0.235250819553432	2.40183606273725e-21
RSPO1	CTNNB1	0.235250819553432	2.40183606273725e-21
SRY	DKK1	0.227800468529278	4.42276043793029e-20
DKK1	SRY	0.227800468529278	4.42276043793058e-20
WNT4	NR0B1	0.207973295834762	6.29044427383549e-17
NR0B1	WNT4	0.207973295834762	6.29044427383563e-17
CBX2	UGR	0.195890828243787	3.71918079548538e-15
UGR	CBX2	0.195890828243787	3.71918079548538e-15
CBX2	NR5A1	0.1943961376581	6.0516320303674e-15
NR5A1	CBX2	0.1943961376581	6.05163203036747e-15
CTNNB1	WNT4	0.185881167757687	8.9964099801846e-14
WNT4	CTNNB1	0.185881167757687	8.99640998018517e-14
DMRT1	SRY	0.171326348875784	6.79219503042058e-12
SRY	DMRT1	0.171326348875784	6.79219503042098e-12
SRY	NR0B1	0.15256894320142	1.05271092274951e-09
NR0B1	SRY	0.15256894320142	1.05271092274952e-09
RSPO1	WNT4	0.146418790213325	4.84179691950858e-09
WNT4	RSPO1	0.146418790213325	4.84179691950866e-09
PGD2	AMH	0.125634031542861	5.31648247801632e-07
AMH	PGD2	0.125634031542861	5.31648247801634e-07
GATA4	WT1mKTS	0.125488727986698	5.48050550899472e-07
WT1mKTS	GATA4	0.125488727986698	5.4805055089948e-07
WT1mKTS	WT1pKTS	0.12344965392488	8.36477027998791e-07
WT1pKTS	WT1mKTS	0.12344965392488	8.36477027998791e-07
DKK1	SOX9	0.120221210980269	1.61170727161776e-06
SOX9	DKK1	0.120221210980269	1.61170727161783e-06
UGR	WT1pKTS	0.111158750796251	9.29670440584627e-06
WT1pKTS	UGR	0.111158750796251	9.29670440584636e-06
AMH	DHH	0.110435268304908	1.06328880212873e-05
DHH	AMH	0.110435268304908	1.06328880212875e-05
SRY	WT1pKTS	0.107972308600504	1.6692215565115e-05
WT1pKTS	SRY	0.107972308600504	1.66922155651152e-05
SOX9	DMRT1	0.105306068823317	2.69076958283589e-05
DMRT1	SOX9	0.105306068823317	2.69076958283603e-05
NR0B1	CTNNB1	0.0986715796074624	8.41238200414899e-05
CTNNB1	NR0B1	0.0986715796074624	8.41238200414899e-05
FGF9	DHH	0.0985482156104133	8.58701445986385e-05
DHH	FGF9	0.0985482156104132	8.58701445986397e-05
GATA4	WT1pKTS	0.097655988333591	9.95574769591852e-05
WT1pKTS	GATA4	0.097655988333591	9.95574769591858e-05
DHH	PGD2	0.0964002775538226	0.000122339107981933
PGD2	DHH	0.0964002775538226	0.000122339107981934
FGF9	PGD2	0.0912699259615662	0.000276825839367489
PGD2	FGF9	0.0912699259615662	0.000276825839367491
WT1pKTS	DMRT1	0.081321566430803	0.00120225565392028
DMRT1	WT1pKTS	0.0813215664308029	0.0012022556539203
AMH	FGF9	0.0788121759371114	0.00170046946278932
FGF9	AMH	0.0788121759371113	0.00170046946278934
NR5A1	SOX9	0.0759418253266994	0.00249891887664227
SOX9	NR5A1	0.0759418253266993	0.00249891887664229
PGD2	SOX9	0.0710832878304504	0.00466161852794166
SOX9	PGD2	0.0710832878304504	0.00466161852794166
FOXL2	CTNNB1	0.0668128833118082	0.00783377395633494
CTNNB1	FOXL2	0.0668128833118082	0.00783377395633494
WT1pKTS	CBX2	0.0654322719243211	0.00921202197787234
CBX2	WT1pKTS	0.065432271924321	0.00921202197787243
FOXL2	UGR	0.065031150403531	0.00965108937248182
UGR	FOXL2	0.0650311504035309	0.00965108937248187
DHH	SOX9	0.0644638282697774	0.0103038924966272
SOX9	DHH	0.0644638282697774	0.0103038924966272
FGF9	SOX9	0.055031904090448	0.028561945953415
SOX9	FGF9	0.0550319040904479	0.0285619459534151
FOXL2	WT1mKTS	0.0409322955606106	0.103532032822142
WT1mKTS	FOXL2	0.0409322955606106	0.103532032822142
FOXL2	NR0B1	0.040376158800635	0.108311410357565
NR0B1	FOXL2	0.0403761588006349	0.108311410357566
