Gene1	Gene2	corVal	pValue
DMRT1	DMRT1	1	0
FGF9	FGF9	1	0
RSPO1	RSPO1	1	0
DHH	DHH	1	0
CTNNB1	CTNNB1	1	0
PGD2	PGD2	1	0
WT1mKTS	WT1mKTS	1	0
SRY	SRY	1	0
DKK1	DKK1	1	0
WNT4	WNT4	1	0
CBX2	CBX2	1	0
AMH	AMH	1	0
NR0B1	NR0B1	1	0
NR5A1	NR5A1	1	0
WT1pKTS	WT1pKTS	1	0
FOXL2	FOXL2	1	0
UGR	UGR	1	0
SOX9	SOX9	1	0
GATA4	GATA4	1	0
NR5A1	WT1pKTS	0.352095897956059	2.06292613393535e-47
WT1pKTS	NR5A1	0.352095897956059	2.06292613393559e-47
DKK1	DMRT1	0.262034497824325	2.88212178777882e-26
DMRT1	DKK1	0.262034497824324	2.88212178777903e-26
CTNNB1	RSPO1	0.234583207953295	3.13130515680541e-21
RSPO1	CTNNB1	0.234583207953294	3.13130515680586e-21
DKK1	SRY	0.230420443662162	1.60639933942051e-20
SRY	DKK1	0.230420443662162	1.60639933942055e-20
WNT4	NR0B1	0.2067030841994	9.77737352006651e-17
NR0B1	WNT4	0.2067030841994	9.77737352006687e-17
UGR	CBX2	0.198644451733605	1.50138880249583e-15
CBX2	UGR	0.198644451733604	1.50138880249586e-15
WNT4	CTNNB1	0.19616063579202	3.40488006434622e-15
CTNNB1	WNT4	0.19616063579202	3.40488006434665e-15
DMRT1	SRY	0.176500603764914	1.5220701669052e-12
SRY	DMRT1	0.176500603764914	1.52207016690527e-12
CBX2	NR5A1	0.167815593868193	1.82602281213397e-11
NR5A1	CBX2	0.167815593868193	1.82602281213402e-11
AMH	DHH	0.150075529450999	1.96904010274379e-09
DHH	AMH	0.150075529450999	1.96904010274384e-09
WT1mKTS	GATA4	0.137919252132223	3.60064716855562e-08
GATA4	WT1mKTS	0.137919252132223	3.60064716855564e-08
SRY	NR0B1	0.134231180816447	8.28978219767358e-08
NR0B1	SRY	0.134231180816447	8.28978219767368e-08
FGF9	DHH	0.130460563749869	1.90064785810347e-07
DHH	FGF9	0.130460563749869	1.90064785810351e-07
WT1pKTS	WT1mKTS	0.12817785870763	3.10606163043714e-07
WT1mKTS	WT1pKTS	0.12817785870763	3.1060616304372e-07
WT1pKTS	UGR	0.122502405830572	1.01572505369292e-06
UGR	WT1pKTS	0.122502405830572	1.01572505369293e-06
WT1pKTS	SRY	0.121696472337735	1.19681718650693e-06
SRY	WT1pKTS	0.121696472337735	1.19681718650697e-06
DHH	PGD2	0.121293492981399	1.29863060300757e-06
PGD2	DHH	0.121293492981399	1.2986306030076e-06
RSPO1	WNT4	0.119324231483748	1.92814466887367e-06
WNT4	RSPO1	0.119324231483748	1.92814466887373e-06
SOX9	DMRT1	0.0941500218455884	0.00017590832507348
DMRT1	SOX9	0.0941500218455882	0.000175908325073485
DKK1	SOX9	0.0915616500145369	0.000264553083385108
SOX9	DKK1	0.0915616500145369	0.000264553083385112
WT1pKTS	GATA4	0.0902205325678227	0.000325521932842327
GATA4	WT1pKTS	0.0902205325678226	0.000325521932842332
CTNNB1	NR0B1	0.088275225434566	0.000437619001073436
NR0B1	CTNNB1	0.0882752254345659	0.000437619001073438
AMH	PGD2	0.0812956246903262	0.00120663118250563
PGD2	AMH	0.081295624690326	0.00120663118250566
WT1pKTS	DMRT1	0.0744441163294227	0.00303987834466749
DMRT1	WT1pKTS	0.0744441163294227	0.00303987834466749
AMH	FGF9	0.0677502646312512	0.00700630213121381
FGF9	AMH	0.0677502646312511	0.00700630213121382
FOXL2	CTNNB1	0.0672220901311169	0.00746235053678063
CTNNB1	FOXL2	0.0672220901311168	0.00746235053678068
DHH	SOX9	0.0638171183518251	0.0110956889585436
SOX9	DHH	0.063817118351825	0.0110956889585438
WT1pKTS	CBX2	0.063306179058434	0.0117589671464887
CBX2	WT1pKTS	0.0633061790584339	0.0117589671464889
SOX9	PGD2	0.0619296420554764	0.0137239094965842
PGD2	SOX9	0.0619296420554763	0.0137239094965844
FOXL2	UGR	0.0581374971947721	0.0207093269492697
UGR	FOXL2	0.058137497194772	0.0207093269492699
PGD2	FGF9	0.0538042328411682	0.0323091377833902
FGF9	PGD2	0.0538042328411682	0.0323091377833904
SOX9	NR5A1	0.0492401996386062	0.0501412346408558
NR5A1	SOX9	0.0492401996386061	0.0501412346408561
FOXL2	RSPO1	0.0447827541874664	0.0748708681074805
RSPO1	FOXL2	0.0447827541874664	0.0748708681074806
SOX9	FGF9	0.0446446886173223	0.075772898003741
FGF9	SOX9	0.0446446886173222	0.0757728980037415
FOXL2	WT1mKTS	0.0414084827138429	0.0995741904188481
WT1mKTS	FOXL2	0.0414084827138429	0.0995741904188484
NR0B1	FOXL2	0.0388484077817784	0.122341124617555
