DMRT1,FGF9,RSPO1,DHH,CTNNB1,PGD2,WT1mKTS,SRY,DKK1,WNT4,CBX2,AMH,NR0B1,NR5A1,WT1pKTS,FOXL2,UGR,SOX9,GATA4,PseudoTime
9.5252117302,9.715691636599999,2.8673148373000004,9.540795871,1.5690127733,9.818772227,9.728475984600001,9.5251772507,9.859220260499999,3.9886186225,2.4015049387,9.4127788441,2.8230478206,9.3814365433,10.101605693,0.38553189179999997,1.9926434884,9.8608267717,9.7457057143,148.60772692567198
9.7832620975,9.8575623272,2.2524568202,9.2323674769,1.5599182092,9.9696879995,9.7119780578,10.1361379503,9.4500201792,1.0652443645,2.4863000572,9.2406982778,7.2887104946,9.9264341028,9.5958263176,0.6394637954,5.4720650175,9.1831227885,9.6286617765,137.630003498493
10.208445132,6.069467485700001,3.5843736916,3.4992747986,3.5775780695,3.6215007907,10.1152362138,10.2328763377,10.127451843200001,4.8658809048,1.0463061603000001,3.9582892482,10.2850645549,9.3442814284,10.390356757100001,1.0936072522,2.4177619025,9.6834726694,10.1967480637,109.3077700521
9.4749214259,9.6371667141,3.0008111046,9.3579434041,4.6928291715,9.9321979836,9.8113796525,9.5298919645,9.9846325643,2.3938574364,3.5204460392000003,9.4928893326,1.2873820697,10.0836578437,9.7271874167,0.558228176,4.0723970361,9.6249526402,9.477561875,139.848139256052
9.7482905062,9.7155463854,1.5659662337,9.1167786497,2.4218295407,9.6596593685,9.6881231689,9.6902328124,9.4857031394,1.5714402006000001,1.2539419237,9.7353112478,7.056238445700001,9.330229364,9.7892192868,3.7375610094,3.4272769939999996,10.1290080277,9.8371601828,151.456469814385
5.3305126345,4.74288311,4.4877420466,1.8169831741,1.4270755622,0.5743427111,10.9526673833,0.0977007792,4.2315161306,5.1149731399,10.6415557512,3.0337625945999998,4.2330928732999995,10.4888123872,10.4973486162,0.36517706590000004,10.8847712343,5.5932700038,10.4900258,21.357577476349
3.7316747013,5.592896172300001,3.7267578517,1.3554305309999999,4.4810267002,3.8355164411000002,10.228464073200001,5.7123495874,4.7837574581,9.8680685898,9.797452522999999,1.7077574916999998,9.7359414461,10.890841871600001,10.3033845686,2.7578555725,9.3163342128,6.1399799546,11.0138566131,42.723617310101
9.657022999199999,9.539822943799999,4.1894562638999995,9.6215114753,4.846839296000001,9.9656865787,9.5436476723,9.478573624500001,9.672643427,5.3428881257,4.3816717687999995,9.3425833912,1.0942511374,9.8248687672,9.7073217005,3.3673719257,4.7310259424000005,9.5684346687,10.109795139700001,146.360396099063
8.188088732999999,0.62831494,9.6270268569,4.5109084358,9.0329683072,3.0945712483,10.1077186844,10.1983712421,8.0154803125,10.0969519875,7.069245624600001,2.6906590402,10.3217061129,10.0189783163,10.3751321286,5.0963762459,5.3147577320999995,6.956135793600001,9.5760415323,60.01915768739679
3.8762660226,3.0195288576,1.0398194487,5.023539975199999,0.2244247129,0.0307334229,10.5063745491,8.0804858433,5.9494417787,8.7572025666,10.7473677901,4.3457976193,8.4108915738,10.4543402504,10.7544164549,4.8693785552,9.58591919,5.560790427000001,10.7181620515,30.978675505889896
9.9053666488,9.4721025552,0.7961818781000001,9.5668471716,2.3627225451,9.6268291553,9.7719352235,9.5565131482,9.6689601348,4.9075495609,1.1410599154,9.7406527878,1.4980075437,9.8010353402,9.6288387668,3.284792912,3.6478935455,9.7849038313,9.7711113767,149.780984931776
10.253410594,3.3603625333,7.7275031788,2.9455001514999997,6.9067215052,4.2991541002,10.3953546267,10.1343140881,9.7816903256,8.6590714045,2.9547448795999998,2.0100208727,10.2867720394,9.1597402884,10.488149676399999,2.6821959503,0.6146445133,8.6047139585,9.976036859199999,104.498926656975
4.3873883525999995,5.1062699673,2.5506719266999998,1.2728758465,2.11212088,3.6254346364999996,10.85400985,5.6220358554,5.6513077723,6.281154895399999,10.400519985499999,3.1240298104,0.3955035991,10.6604887953,10.5051943774,0.4510725733,10.993001341400001,5.7073171109,10.4358532591,21.4185160206422
9.856469332,9.6811379897,1.7775011465000001,9.5644365404,3.6328803146,9.0957441994,9.6148074128,9.7847146241,10.1683623139,4.2954603674000005,1.3752907524000002,9.710476359400001,7.070311515299999,9.760052812,9.5096327773,4.0382100386,5.362612187,9.4586875601,9.6117427085,138.348018668789
