Gene1	Gene2	corVal	pValue
DMRT1	DMRT1	1	0
FGF9	FGF9	1	0
RSPO1	RSPO1	1	0
DHH	DHH	1	0
CTNNB1	CTNNB1	1	0
PGD2	PGD2	1	0
WT1mKTS	WT1mKTS	1	0
SRY	SRY	1	0
DKK1	DKK1	1	0
WNT4	WNT4	1	0
CBX2	CBX2	1	0
AMH	AMH	1	0
NR0B1	NR0B1	1	0
NR5A1	NR5A1	1	0
WT1pKTS	WT1pKTS	1	0
FOXL2	FOXL2	1	0
UGR	UGR	1	0
SOX9	SOX9	1	0
GATA4	GATA4	1	0
WT1pKTS	NR5A1	0.353624295231211	7.75633201506375e-48
NR5A1	WT1pKTS	0.353624295231211	7.75633201506476e-48
DKK1	DMRT1	0.267053596196325	2.96026078918255e-27
DMRT1	DKK1	0.267053596196325	2.96026078918281e-27
CTNNB1	RSPO1	0.24253131359115	1.26208989063606e-22
RSPO1	CTNNB1	0.24253131359115	1.26208989063611e-22
UGR	CBX2	0.20780639168357	6.66685016498616e-17
CBX2	UGR	0.20780639168357	6.66685016498645e-17
WNT4	NR0B1	0.206241771420619	1.1467723286662e-16
NR0B1	WNT4	0.206241771420619	1.14677232866623e-16
SRY	DKK1	0.201497665160154	5.78340633615404e-16
DKK1	SRY	0.201497665160154	5.78340633615421e-16
WNT4	CTNNB1	0.197789228068105	1.99281367776583e-15
CTNNB1	WNT4	0.197789228068105	1.99281367776583e-15
NR5A1	CBX2	0.183279399184413	2.00148278182282e-13
CBX2	NR5A1	0.183279399184413	2.00148278182291e-13
SRY	DMRT1	0.170437535728549	8.74182864663077e-12
DMRT1	SRY	0.170437535728549	8.74182864663113e-12
NR0B1	SRY	0.14197081248733	1.40418405115334e-08
SRY	NR0B1	0.14197081248733	1.4041840511534e-08
WT1mKTS	GATA4	0.130418239093718	1.91818256725861e-07
GATA4	WT1mKTS	0.130418239093718	1.91818256725863e-07
WT1pKTS	SRY	0.130394508352786	1.92808223279841e-07
SRY	WT1pKTS	0.130394508352786	1.92808223279845e-07
WT1mKTS	WT1pKTS	0.128736221127326	2.75658155157037e-07
WT1pKTS	WT1mKTS	0.128736221127326	2.75658155157038e-07
AMH	PGD2	0.12787482354979	3.31324071619514e-07
PGD2	AMH	0.12787482354979	3.31324071619517e-07
DKK1	SOX9	0.120038065682283	1.67196646360848e-06
SOX9	DKK1	0.120038065682283	1.67196646360848e-06
FGF9	DHH	0.116405597414237	3.42461492850491e-06
DHH	FGF9	0.116405597414237	3.42461492850497e-06
RSPO1	WNT4	0.113986163107486	5.45707228551325e-06
WNT4	RSPO1	0.113986163107486	5.4570722855134e-06
PGD2	DHH	0.109008289303266	1.38240251824872e-05
DHH	PGD2	0.109008289303266	1.38240251824874e-05
WT1pKTS	UGR	0.107576645075332	1.79304919560485e-05
UGR	WT1pKTS	0.107576645075332	1.79304919560487e-05
DHH	AMH	0.100839954652673	5.8398144551477e-05
AMH	DHH	0.100839954652673	5.83981445514772e-05
NR5A1	SOX9	0.0993343176834923	7.53019049707665e-05
SOX9	NR5A1	0.0993343176834923	7.53019049707673e-05
GATA4	WT1pKTS	0.0889797174098075	0.000393409449512625
WT1pKTS	GATA4	0.0889797174098075	0.000393409449512625
DMRT1	SOX9	0.0808577202097379	0.00128274462144817
SOX9	DMRT1	0.0808577202097378	0.00128274462144819
PGD2	FGF9	0.0798147616478478	0.00148219441505099
FGF9	PGD2	0.0798147616478476	0.00148219441505101
FOXL2	CTNNB1	0.0703069106534344	0.00513325919761893
CTNNB1	FOXL2	0.0703069106534343	0.00513325919761902
AMH	FGF9	0.0656648120995198	0.00896572016938945
FGF9	AMH	0.0656648120995198	0.00896572016938945
DMRT1	WT1pKTS	0.0653300011750348	0.00932224222397665
WT1pKTS	DMRT1	0.0653300011750347	0.00932224222397676
CTNNB1	NR0B1	0.0639568137491042	0.0109202212761525
NR0B1	CTNNB1	0.0639568137491041	0.0109202212761527
SOX9	DHH	0.0635535009706338	0.0114336398568681
DHH	SOX9	0.0635535009706337	0.0114336398568682
PGD2	SOX9	0.0632161539558676	0.0118794069142705
SOX9	PGD2	0.0632161539558675	0.0118794069142707
CBX2	WT1pKTS	0.0596840729646091	0.017554292466461
WT1pKTS	CBX2	0.0596840729646089	0.0175542924664614
NR0B1	RSPO1	0.0554827724696396	0.0272829154553352
RSPO1	NR0B1	0.0554827724696393	0.027282915455336
GATA4	CBX2	0.0475385126714987	0.058626126924589
CBX2	GATA4	0.0475385126714987	0.0586261269245894
FOXL2	UGR	0.0467876092855815	0.0627322874632511
UGR	FOXL2	0.0467876092855814	0.0627322874632516
SOX9	FGF9	0.0435412573606126	0.0833045590030959
FGF9	SOX9	0.0435412573606125	0.0833045590030966
NR0B1	FOXL2	0.0354720667631263	0.158346715385594
