Regulator	Target	SINGE_Score
GATA4	NR5A1	6
WT1mKTS	PGD2	1.5
WT1mKTS	DKK1	0.66666
GATA4	FOXL2	0.375
WT1mKTS	FOXL2	0.24
WT1mKTS	RSPO1	0.16666
GATA4	AMH	0.12244
GATA4	DMRT1	0.09375
GATA4	SOX9	0.07407
GATA4	SRY	0.06
AMH	UGR	0.04958
GATA4	WNT4	0.04166
AMH	FOXL2	0.0355
WT1mKTS	CTNNB1	0.03061
AMH	WT1pKTS	0.02666
GATA4	CTNNB1	0.02343
AMH	CTNNB1	0.02076
GATA4	WT1pKTS	0.01851
GATA4	DHH	0.01662
GATA4	FGF9	0.015
AMH	CBX2	0.0136
GATA4	CBX2	0.01239
WT1mKTS	WT1pKTS	0.01134
AMH	NR5A1	0.01041
AMH	NR0B1	0.0096
SOX9	UGR	0.00887
DKK1	NR5A1	0.00823
AMH	RSPO1	0.00765
WT1mKTS	DHH	0.00713
SOX9	RSPO1	0.00624
WT1mKTS	DMRT1	0.00585
DKK1	AMH	0.0055
AMH	WNT4	0.00519
CTNNB1	CBX2	0.00489
SOX9	CTNNB1	0.00462
NR5A1	UGR	0.00438
WT1mKTS	SOX9	0.00415
WNT4	NR5A1	0.00394
PGD2	AMH	0.00375
DKK1	FOXL2	0.00356
GATA4	RSPO1	0.00324
WT1mKTS	NR5A1	0.00309
NR0B1	FOXL2	0.00296
WT1mKTS	UGR	0.00283
CTNNB1	RSPO1	0.00271
NR5A1	RSPO1	0.0026
DMRT1	WT1pKTS	0.00249
DMRT1	NR5A1	0.0024
SOX9	CBX2	0.0023
DMRT1	FOXL2	0.00221
SRY	CBX2	0.00213
PGD2	DHH	0.00205
FGF9	WNT4	0.00198
GATA4	UGR	0.00191
SOX9	WNT4	0.00178
NR5A1	WT1pKTS	0.00172
WNT4	SRY	0.00166
NR5A1	CTNNB1	0.00161
FGF9	FOXL2	0.00156
CBX2	SRY	0.00151
WNT4	CBX2	0.00146
CTNNB1	FOXL2	0.00142
CTNNB1	WT1pKTS	0.00137
DHH	NR0B1	0.00133
RSPO1	CBX2	0.00129
FGF9	SRY	0.00126
SRY	WNT4	0.00122
NR5A1	CBX2	0.00119
DKK1	WT1pKTS	0.00115
NR0B1	NR5A1	0.00112
CTNNB1	NR5A1	0.00109
UGR	NR5A1	0.00106
NR5A1	FOXL2	0.00103
DHH	NR5A1	0.00101
DHH	UGR	0.00098
WT1pKTS	CBX2	0.00096
CTNNB1	SOX9	0.00093
PGD2	CBX2	0.00091
SOX9	NR0B1	0.00089
PGD2	CTNNB1	0.00087
SOX9	AMH	0.00083
PGD2	SOX9	0.00081
PGD2	DKK1	0.00079
WNT4	DKK1	0.00077
SRY	FOXL2	0.00075
DMRT1	FGF9	0.00074
WNT4	FOXL2	0.00072
SRY	WT1pKTS	0.0007
DMRT1	CBX2	0.00069
SRY	NR5A1	0.00067
DHH	FOXL2	0.00066
DMRT1	WNT4	0.00065
