DMRT1,FGF9,RSPO1,DHH,CTNNB1,PGD2,WT1mKTS,SRY,DKK1,WNT4,CBX2,AMH,NR0B1,NR5A1,WT1pKTS,FOXL2,UGR,SOX9,GATA4,PseudoTime
4.2577291802,4.9363372643,10.3956286881,3.9915981763,10.6740284865,3.3948272157,10.0294757118,6.2799504823,1.4002697358,10.6200793234,5.0806527052,4.514938649,10.3218095265,3.7459937021,3.318825561,10.3352182946,0.5517329631,2.5006352756,10.6471263452,104.854883198069
3.0236037308,5.2022594036,10.5350301153,4.94032473,10.5735039399,2.0169621553,10.803746334,3.861476795,4.740635191,10.010948901,0.7321328003,2.3921907721,10.1089049931,3.6881657509,6.9690319617,10.5759316829,2.7336050302,1.8605409332,10.3275973548,100.75112061606
4.0440122223,5.0865576986,9.789962044,3.4527543601,10.3676775722,3.6057905801,10.7726859615,2.9098394026,0.2072393101,10.648931899,5.3456893678,3.51008582,10.290193845,3.4881455356,5.1395736563,10.5340006988,5.9667612377,4.0382817682,10.5145133006,123.65555677608
0.9582001099,1.1729417255,10.6516623909,2.6544133525,10.3793079379,5.2351290697,10.1472272359,1.8445821536,3.4290548198,10.7331715518,1.9823894058,3.9072803565,10.7768476433,0.2172962606,1.566295083,10.3118276282,4.1286405332,1.0770985089,10.1181710462,137.542934421479
2.0862759758,0.4289981227,10.1124609412,2.3387157636,10.5632604855,2.6029442825,10.3820243162,1.292007776,3.9906773384,10.9917362651,3.371666152,1.3278753595,10.4180198342,4.1367326705,6.0139367793,10.2746499659,3.6987463239,3.7521683035,10.3045474405,102.640436385613
0.5901120692,4.88615517,10.5941800843,6.095315806,10.7306082826,0.6358309548,10.4002959339,5.0894146347,4.3179071243,10.4335002985,0.5463469749,4.6693693347,10.1652933244,2.6938033264,3.5688269767,10.0249836806,1.111587309,6.0277537112,10.6273385995,111.629046651016
5.0385944209,4.6196249812,10.4431908674,2.9170190482,10.1645706074,5.2829757519,10.4937724289,3.9358738772,3.0613884946,10.5345856816,1.9080032364,1.6933566532,10.6066807548,3.2864268961,6.1936607564,10.60850504,1.998882984,5.8689745369,10.1715309799,112.513477940496
5.3305126345,4.74288311,4.4877420466,1.8169831741,1.4270755622,0.5743427111,10.9526673833,0.0977007792,4.2315161306,5.1149731399,10.6415557512,3.0337625946,4.2330928733,10.4888123872,10.4973486162,0.3651770659,10.8847712343,5.5932700038,10.4900258,21.4657960303209
3.7316747013,5.5928961723,3.7267578517,1.355430531,4.4810267002,3.8355164411,10.2284640732,5.7123495874,4.7837574581,9.8680685898,9.797452523,1.7077574917,9.7359414461,10.8908418716,10.3033845686,2.7578555725,9.3163342128,6.1399799546,11.0138566131,48.0706345194856
3.5976266157,2.5054320128,10.3774761884,3.8139847263,10.7597453018,2.5953119998,10.4716849123,0.3114160379,4.9988403837,10.6073159336,3.5295241172,5.0827232316,10.3799053446,5.2334448052,4.6940361869,10.2121651076,3.9129850005,4.8786875072,10.2664206275,104.766602036295
2.250549686,0.0709946021,10.2366298591,2.5147230941,10.5014329863,0.2404926601,10.6285041755,4.4284767982,5.6000345262,10.455144398,4.3071822287,3.5524301909,10.4990576493,5.786807214,5.0968549869,10.2381855119,1.9559653748,1.2345825044,10.5613308588,119.287501718603
2.6519496741,3.8363323636,4.0000998756,1.4735784495,2.9568843831,2.8178791034,10.1439476267,0.6520625929,5.9682066441,10.3571292825,9.7851390606,3.0880508303,10.008803119,10.9881051169,10.3816971593,3.2824343717,8.4989185243,3.8075509831,10.8022718954,45.9929209005877
8.188088733,0.62831494,9.6270268569,4.5109084358,9.0329683072,3.0945712483,10.1077186844,10.1983712421,8.0154803125,10.0969519875,7.0692456246,2.6906590402,10.3217061129,10.0189783163,10.3751321286,5.0963762459,5.3147577321,6.9561357936,9.5760415323,57.0769985717216
5.0155802011,0.3469589351,10.7249748323,1.0185386762,10.1120179263,1.4745536082,10.2968701203,5.4646381591,5.9996050144,10.254364424,0.4626737011,5.4262614017,10.5602472222,8.0070185233,10.4501613841,5.5527990027,5.6978168068,3.507278658,10.3141105857,75.851965502437
4.3873883526,5.1062699673,2.5506719267,1.2728758465,2.11212088,3.6254346365,10.85400985,5.6220358554,5.6513077723,6.2811548954,10.4005199855,3.1240298104,0.3955035991,10.6604887953,10.5051943774,0.4510725733,10.9930013414,5.7073171109,10.4358532591,21.5165248537177
4.3331423815,6.4726076953,6.2833755151,6.2105750517,4.5021017241,4.6388836838,10.5609780298,2.0003648839,0.5260110313,5.1866864294,10.3526526312,1.5477368504,3.6247814439,10.705836691,10.4869433772,5.4791938647,11.0976896022,4.9087990724,10.5153992631,13.9208754185252
