SourceGENES,TargetGENES,Interaction,Edges
SRY,FOXL2,1.09082578419615,repression
DKK1,RSPO1,1.00323204852972,repression
CTNNB1,CBX2,1,activation
CBX2,SRY,0.917011137586512,repression
SRY,GATA4,0.900078786673318,repression
DKK1,CBX2,0.80275898487806,repression
CTNNB1,SRY,0.769895514084784,repression
UGR,FOXL2,0.764119128005312,activation
CTNNB1,CTNNB1,0.726182723439092,activation
SRY,WT1pKTS,0.682957137713677,repression
CBX2,NR0B1,0.666414931792653,repression
DKK1,CTNNB1,0.620211656207607,repression
CBX2,UGR,0.613628798331405,activation
DKK1,SOX9,0.612733476492194,activation
SRY,WT1mKTS,0.598983677089028,repression
CTNNB1,UGR,0.570597528201517,repression
UGR,SRY,0.564127713524164,repression
DMRT1,RSPO1,0.554089028244326,activation
SRY,PGD2,0.532307833879672,repression
CBX2,WNT4,0.526461449590685,repression
SRY,FGF9,0.524186006193536,repression
DMRT1,CBX2,0.45509727908022,repression
SRY,AMH,0.451198612018114,repression
DKK1,NR5A1,0.438155211788169,repression
SRY,NR0B1,0.3931456233698,activation
DMRT1,SOX9,0.379960689004622,activation
SRY,SRY,0.369887915446009,activation
SRY,DHH,0.368905283395897,repression
FOXL2,GATA4,0.363618995828311,repression
CTNNB1,WNT4,0.356106734884437,activation
DMRT1,CTNNB1,0.341921461357538,repression
CBX2,CBX2,0.3303849349459,activation
UGR,UGR,0.321286455415011,activation
CTNNB1,WT1mKTS,0.300651686491811,repression
CBX2,WT1mKTS,0.295893288815694,activation
FOXL2,DHH,0.29520981419351,activation
UGR,WT1mKTS,0.292024654449492,activation
CBX2,CTNNB1,0.285569529287782,activation
FOXL2,PGD2,0.266130885032442,activation
FOXL2,FGF9,0.259082804213395,repression
FOXL2,SRY,0.253089795315173,repression
CTNNB1,NR0B1,0.249783376249953,repression
FOXL2,FOXL2,0.238568284044575,activation
SRY,SOX9,0.222851223733099,repression
UGR,NR0B1,0.215252439141225,repression
DMRT1,NR5A1,0.208864479860742,repression
SRY,UGR,0.20264753822568,repression
FOXL2,AMH,0.198765447365548,repression
UGR,WNT4,0.196166497827865,repression
DMRT1,GATA4,0.184179792430176,repression
FOXL2,NR0B1,0.156011835950137,activation
DMRT1,WT1mKTS,0.145695079466284,activation
DMRT1,WT1pKTS,0.137310958190896,repression
