SourceGENES,TargetGENES,Interaction,Edges
WT1mKTS,PGD2,3.4657305413872,repression
WT1mKTS,DMRT1,3.36938804389448,repression
WT1mKTS,FGF9,2.59782197138684,repression
WT1mKTS,SOX9,1.70768003322764,repression
WT1mKTS,GATA4,1.18241154445702,repression
WT1mKTS,WT1pKTS,1,activation
WT1mKTS,WNT4,0.993308088641005,repression
NR5A1,CBX2,0.959531254320044,repression
WT1mKTS,DKK1,0.935273598756494,repression
WT1mKTS,NR0B1,0.81629037013433,repression
WT1mKTS,DHH,0.771201699648814,repression
NR5A1,RSPO1,0.645791968505735,repression
WT1mKTS,CTNNB1,0.612315154364026,repression
WT1mKTS,WT1mKTS,0.589028444566262,activation
NR5A1,CTNNB1,0.452037386258965,repression
NR5A1,UGR,0.28941037052313,repression
WT1mKTS,FOXL2,0.228095096490397,repression
DKK1,PGD2,0.212058713602553,repression
WT1mKTS,AMH,0.186410195182638,repression
DKK1,DMRT1,0.153301241009268,activation
WT1mKTS,RSPO1,0.1339630019237,repression
DKK1,WNT4,0.0809857646782448,repression
DKK1,NR0B1,0.068003627374242,repression
DKK1,FGF9,0.0661294502250592,repression
DKK1,GATA4,0.0598492181152198,repression
SRY,SOX9,0.0585682970101996,activation
SRY,AMH,0.0544373823972614,repression
NR5A1,SRY,0.0423410753939791,repression
SRY,DHH,0.0420078743713689,repression
DHH,PGD2,0.0380085201405552,activation
DKK1,SOX9,0.0379104898823691,activation
WNT4,AMH,0.0330790128871797,repression
DHH,DMRT1,0.0305869141209661,repression
WNT4,WT1pKTS,0.0274584583242174,repression
WT1pKTS,NR5A1,0.0265754058829229,activation
DKK1,RSPO1,0.0235858316025703,repression
WNT4,DHH,0.0226503497743831,repression
DKK1,CTNNB1,0.0226251212493782,activation
SRY,UGR,0.017716944222778,repression
DKK1,WT1mKTS,0.017151732801133,repression
SRY,DKK1,0.0164576627258084,activation
DHH,FGF9,0.0161447026908049,activation
DHH,WNT4,0.0160306859908507,repression
RSPO1,WT1mKTS,0.0159922301622303,repression
DKK1,CBX2,0.0159824404504224,repression
DHH,WT1pKTS,0.0158436041899786,repression
SRY,CBX2,0.0157602272435616,repression
RSPO1,DMRT1,0.0138431258520562,repression
RSPO1,DKK1,0.0137543885377945,repression
RSPO1,CBX2,0.0131743203147446,repression
RSPO1,UGR,0.0131390232125594,repression
DHH,GATA4,0.0129332723067845,repression
DKK1,UGR,0.0128567133200511,repression
SRY,FGF9,0.0126236685286008,activation
WT1pKTS,RSPO1,0.0117440188653239,repression
RSPO1,GATA4,0.0096746458678556,repression
WT1pKTS,FOXL2,0.00959765775869509,repression
WNT4,PGD2,0.0088022164275273,repression
RSPO1,NR0B1,0.00878621111292864,repression
DHH,NR0B1,0.00855449585034522,repression
WT1pKTS,CTNNB1,0.00813298877353218,repression
RSPO1,WNT4,0.00728224393686337,repression
WNT4,WNT4,0.00636679225775135,activation
RSPO1,PGD2,0.00598817849078245,repression
WT1pKTS,SRY,0.00567559020954026,repression
DHH,WT1mKTS,0.00567540869200745,repression
SRY,SRY,0.00556555380592312,activation
WT1pKTS,WT1pKTS,0.00530470728874206,activation
WNT4,FGF9,0.00453240683382971,repression
SRY,PGD2,0.00130779585611427,repression
SRY,RSPO1,0.000159342757102028,repression
NR0B1,AMH,3.97312175658755e-35,repression
NR0B1,SOX9,3.83199928075996e-35,repression
UGR,AMH,3.36556584808415e-35,activation
NR0B1,DHH,3.33088980602083e-35,repression
UGR,SOX9,2.90714992614604e-35,repression
UGR,DHH,2.73161472010612e-35,activation
NR0B1,PGD2,2.42076612404075e-35,repression
GATA4,PGD2,2.1874242562483e-35,repression
NR0B1,FGF9,2.07235935399295e-35,repression
CBX2,UGR,1.74569038788268e-35,activation
FOXL2,CTNNB1,1.6068656532262e-35,activation
GATA4,DMRT1,1.5759899191785e-35,repression
FOXL2,NR5A1,1.57589073352055e-35,repression
GATA4,FGF9,1.52228959090516e-35,activation
UGR,PGD2,1.30089372359093e-35,activation
GATA4,WT1pKTS,1.2699550377688e-35,repression
FOXL2,RSPO1,1.22856426429015e-35,activation
UGR,UGR,1.22470138138346e-35,activation
GATA4,AMH,1.13451670207578e-35,repression
CTNNB1,CBX2,1.11518190737142e-35,repression
FOXL2,DMRT1,1.09648975208504e-35,activation
GATA4,SOX9,1.0008296627336e-35,repression
CBX2,SRY,9.9243045642388e-36,repression
GATA4,DHH,9.26775999772109e-36,repression
DMRT1,PGD2,8.88833177624096e-36,repression
GATA4,WNT4,8.69323631765096e-36,repression
UGR,SRY,8.47757963534928e-36,repression
AMH,DMRT1,8.20016825179792e-36,repression
FOXL2,SOX9,8.18306474138283e-36,repression
PGD2,SOX9,7.75168771885341e-36,activation
CTNNB1,UGR,7.72216582584968e-36,repression
FOXL2,DKK1,7.56358065400906e-36,repression
NR0B1,DMRT1,7.45279476965897e-36,repression
FGF9,PGD2,7.40015704210037e-36,activation
PGD2,AMH,7.31257690113521e-36,activation
PGD2,DHH,7.16149367600137e-36,activation
UGR,FGF9,6.8331092532797e-36,activation
CBX2,CBX2,6.724690720014e-36,activation
PGD2,PGD2,6.4615359504474e-36,activation
FGF9,DMRT1,6.30182258768516e-36,activation
NR0B1,WNT4,6.01817579206911e-36,activation
PGD2,FGF9,5.73156029067361e-36,activation
CTNNB1,WNT4,5.67618426502185e-36,repression
FOXL2,FGF9,5.63757181190115e-36,activation
DMRT1,DMRT1,5.61284880411693e-36,activation
AMH,PGD2,5.53206743192465e-36,activation
AMH,FGF9,5.39350636904422e-36,activation
AMH,DKK1,5.24117173821802e-36,activation
CTNNB1,RSPO1,4.48541187221828e-36,activation
DMRT1,WNT4,4.47290740265156e-36,repression
AMH,WT1mKTS,4.2431018686457e-36,repression
CBX2,PGD2,4.20261990370041e-36,repression
AMH,GATA4,4.04569536410955e-36,repression
SOX9,PGD2,4.03533532764931e-36,activation
GATA4,GATA4,3.91784952939681e-36,activation
FOXL2,FOXL2,3.90407745598673e-36,activation
FGF9,WNT4,3.80284443092545e-36,repression
FOXL2,GATA4,3.33536135842844e-36,repression
FOXL2,CBX2,3.27290481005861e-36,repression
PGD2,DMRT1,3.2096881125655e-36,repression
NR0B1,UGR,3.13056552950672e-36,repression
DMRT1,FGF9,3.10321638745536e-36,activation
FGF9,FGF9,3.02670489053862e-36,activation
NR0B1,WT1pKTS,2.94123371572574e-36,repression
FGF9,GATA4,2.89293633339894e-36,activation
DMRT1,GATA4,2.80295111771291e-36,repression
AMH,SOX9,2.42911231416037e-36,repression
FGF9,WT1pKTS,2.42801008303232e-36,repression
CBX2,NR0B1,2.34839194834059e-36,repression
SOX9,DMRT1,2.32085383598355e-36,activation
