SourceGENES,TargetGENES,Interaction,Edges
SRY,FOXL2,1.26047912553323,repression
SRY,GATA4,1.20834954462332,repression
SRY,WT1pKTS,1.16396947991752,repression
RSPO1,CBX2,1.05889951877278,repression
CTNNB1,CBX2,1,activation
RSPO1,WNT4,0.907188645628828,activation
SRY,PGD2,0.868450050611705,repression
RSPO1,CTNNB1,0.793553888436097,activation
SRY,AMH,0.787371483929948,repression
CTNNB1,WNT4,0.734061039252565,activation
CTNNB1,WT1mKTS,0.724991643320047,repression
CTNNB1,CTNNB1,0.703760250741677,activation
SRY,FGF9,0.701786886288014,repression
SRY,DHH,0.631648601300819,repression
CTNNB1,UGR,0.616875136504264,repression
FOXL2,GATA4,0.606070347373108,repression
CBX2,SRY,0.585919675240601,repression
CBX2,UGR,0.581306176711267,activation
CBX2,WNT4,0.531169600524036,repression
CBX2,NR0B1,0.529748476387462,repression
RSPO1,UGR,0.525320883138089,repression
SRY,NR0B1,0.515860361673216,activation
RSPO1,SRY,0.462103315303541,repression
CTNNB1,SRY,0.454863740099663,activation
CTNNB1,RSPO1,0.428750306472479,activation
CBX2,CBX2,0.420132967331804,activation
CBX2,FOXL2,0.419385233564802,repression
SRY,SRY,0.375151366011518,activation
FOXL2,WT1pKTS,0.349940393172984,repression
FOXL2,DHH,0.29065430498815,activation
FOXL2,FGF9,0.27602845070128,repression
FOXL2,FOXL2,0.264723648111505,activation
FOXL2,PGD2,0.255995493388536,repression
FOXL2,AMH,0.223894701289854,repression
FOXL2,WT1mKTS,0.185270480689062,repression
CTNNB1,NR0B1,0.180225245940129,repression
FOXL2,SRY,0.150642979583181,repression
RSPO1,NR0B1,0.149249233362606,repression
SRY,SOX9,0.135280315896962,activation
SRY,UGR,0.111025371371896,repression
FOXL2,NR0B1,0.0946559479032821,activation
RSPO1,RSPO1,0.0585237940092805,activation
FOXL2,DKK1,0.0523760002436546,repression
SRY,WT1mKTS,0.0433984416665723,repression
CBX2,WT1mKTS,0.034673979513016,activation
NR0B1,FOXL2,0.0260572467303934,activation
CBX2,WT1pKTS,0.0259806052225697,repression
NR0B1,SOX9,0.0248860477967972,activation
AMH,SOX9,0.022623833875961,repression
NR5A1,WT1mKTS,0.0222883151360597,activation
DHH,SOX9,0.0185347659561906,activation
RSPO1,WT1mKTS,0.0179129377161594,repression
PGD2,SOX9,0.0158276738762332,activation
NR5A1,CTNNB1,0.0157067613013055,repression
