Regulator	Target	SINGE_Score
WT1mKTS	NR5A1	6
WT1mKTS	CBX2	1.5
WT1mKTS	WT1pKTS	0.66666
WT1mKTS	SRY	0.375
WT1mKTS	FOXL2	0.24
WT1mKTS	CTNNB1	0.16666
WT1mKTS	RSPO1	0.12244
WT1mKTS	WNT4	0.09375
GATA4	CBX2	0.07407
GATA4	NR0B1	0.06
GATA4	CTNNB1	0.04958
WT1mKTS	UGR	0.04166
WT1mKTS	NR0B1	0.0355
WT1mKTS	DHH	0.03061
WT1mKTS	DKK1	0.02666
GATA4	RSPO1	0.02343
GATA4	AMH	0.02076
WT1mKTS	SOX9	0.01851
GATA4	DMRT1	0.01662
WT1mKTS	AMH	0.015
WT1mKTS	DMRT1	0.0136
GATA4	UGR	0.01239
GATA4	FOXL2	0.01134
GATA4	WNT4	0.01041
GATA4	SOX9	0.0096
FGF9	RSPO1	0.00887
WT1mKTS	PGD2	0.00823
GATA4	PGD2	0.00765
NR5A1	UGR	0.00713
FGF9	CTNNB1	0.00666
FGF9	NR5A1	0.00624
FGF9	FOXL2	0.00585
NR5A1	NR0B1	0.0055
DHH	CBX2	0.00489
GATA4	WT1pKTS	0.00462
PGD2	CBX2	0.00438
GATA4	NR5A1	0.00415
FGF9	UGR	0.00394
FOXL2	NR5A1	0.00375
PGD2	WNT4	0.00356
FGF9	WT1pKTS	0.0034
DHH	NR5A1	0.00309
NR5A1	RSPO1	0.00296
FOXL2	CBX2	0.00283
NR5A1	WT1pKTS	0.00271
GATA4	DHH	0.0026
NR5A1	CBX2	0.00249
FOXL2	UGR	0.0024
GATA4	DKK1	0.0023
PGD2	CTNNB1	0.00221
SOX9	RSPO1	0.00213
NR5A1	FOXL2	0.00205
WNT4	CTNNB1	0.00198
FOXL2	NR0B1	0.00191
WT1mKTS	FGF9	0.00184
DMRT1	RSPO1	0.00178
GATA4	SRY	0.00166
FOXL2	WT1pKTS	0.00161
SOX9	CBX2	0.00156
DHH	WT1pKTS	0.00151
PGD2	SRY	0.00142
UGR	CBX2	0.00137
DMRT1	CTNNB1	0.00133
NR5A1	WNT4	0.00129
WNT4	CBX2	0.00126
RSPO1	CBX2	0.00122
NR5A1	CTNNB1	0.00119
SOX9	DMRT1	0.00115
NR0B1	UGR	0.00112
FOXL2	RSPO1	0.00106
UGR	CTNNB1	0.00103
DHH	FOXL2	0.00101
PGD2	FOXL2	0.00098
FGF9	CBX2	0.00096
RSPO1	UGR	0.00093
FGF9	NR0B1	0.00091
DHH	RSPO1	0.00089
NR0B1	FOXL2	0.00085
WNT4	FOXL2	0.00083
PGD2	NR0B1	0.00081
DKK1	NR5A1	0.00079
DHH	UGR	0.00077
WNT4	SRY	0.00075
DKK1	DMRT1	0.00074
FGF9	WNT4	0.00072
CTNNB1	CBX2	0.0007
DMRT1	NR0B1	0.00069
PGD2	UGR	0.00067
NR5A1	SOX9	0.00066
SRY	WT1pKTS	0.00065
DMRT1	CBX2	0.00063
SOX9	CTNNB1	0.00062
UGR	DKK1	0.00061
DKK1	CBX2	0.0006
FOXL2	CTNNB1	0.00058
WNT4	PGD2	0.00057
DMRT1	UGR	0.00056
DKK1	UGR	0.00054
DKK1	FOXL2	0.00053
AMH	UGR	0.00051
DMRT1	DKK1	0.0005
SOX9	WT1pKTS	0.00049
UGR	NR5A1	0.00048
SOX9	WNT4	0.00046
SOX9	DHH	0.00046
AMH	DKK1	0.00045
AMH	WNT4	0.00044
CBX2	SRY	0.00043
GATA4	FGF9	0.00043
AMH	NR5A1	0.00042
FGF9	SRY	0.0004
DHH	FGF9	0.0004
SOX9	SRY	0.00039
CBX2	RSPO1	0.00039
DKK1	NR0B1	0.00038
UGR	DMRT1	0.00037
CBX2	WNT4	0.00037
WNT4	WT1pKTS	0.00036
DKK1	WNT4	0.00036
CBX2	PGD2	0.00035
NR0B1	SRY	0.00034
RSPO1	CTNNB1	0.00034
DHH	NR0B1	0.00033
DKK1	WT1pKTS	0.00033
NR5A1	SRY	0.00032
RSPO1	NR0B1	0.00032
NR0B1	SOX9	0.00031
AMH	RSPO1	0.00031
FGF9	DMRT1	0.00031
DKK1	RSPO1	0.0003
DHH	DMRT1	0.0003
DMRT1	WNT4	0.00029
PGD2	DMRT1	0.00028
CBX2	SOX9	0.00028
DMRT1	DHH	0.00027
CTNNB1	FOXL2	0.00027
NR0B1	DMRT1	0.00027
UGR	WNT4	0.00026
UGR	FOXL2	0.00026
UGR	WT1pKTS	0.00025
FOXL2	WNT4	0.00025
CBX2	AMH	0.00025
WNT4	FGF9	0.00024
AMH	NR0B1	0.00024
PGD2	RSPO1	0.00024
SOX9	PGD2	0.00024
WNT4	RSPO1	0.00023
WT1pKTS	FOXL2	0.00023
CTNNB1	SOX9	0.00022
NR0B1	WT1pKTS	0.00022
WNT4	DMRT1	0.00022
SRY	UGR	0.00022
DKK1	DHH	0.00021
AMH	SOX9	0.00021
AMH	CBX2	0.00021
DMRT1	FOXL2	0.00021
SRY	RSPO1	0.0002
DMRT1	AMH	0.0002
DKK1	SRY	0.0002
NR0B1	NR5A1	0.0002
FGF9	AMH	0.00019
CTNNB1	WT1pKTS	0.00019
CBX2	WT1pKTS	0.00019
FGF9	PGD2	0.00018
