	DMRT1	FGF9	RSPO1	DHH	CTNNB1	PGD2	WT1mKTS	SRY	DKK1	WNT4	CBX2	AMH	NR0B1	NR5A1	WT1pKTS	FOXL2	UGR	SOX9	GATA4
DMRT1	1.0	0.5210500286939889	-0.4432488192272461	0.5188172747764555	-0.5394026853937185	0.5492145526764212	-0.4298233242076868	0.7235108614161121	0.8453196176489396	-0.5915620423111518	-0.28973450872468903	0.5115383800732702	-0.3729328719332914	0.3062702149897136	0.4052771904667106	-0.561992530140843	-0.27389683369892925	0.7027522460657069	-0.46222756403648413
FGF9	0.5210500286939889	1.0	-0.5538596114702244	0.7596854733470628	-0.49205738518137865	0.7648105310920464	-0.4720044684112708	0.42653915965053985	0.5189464288382049	-0.6749484782389653	-0.26866188512183825	0.7483308367276194	-0.6067869040908636	0.3323084382273504	0.20437540207859048	-0.35955439292013464	-0.15422970941089337	0.6842503858424529	-0.48131324178668816
RSPO1	-0.4432488192272461	-0.5538596114702244	1.0	-0.5433076989850592	0.8598354528640392	-0.5457106417514488	0.25085408697676115	-0.51900691003657	-0.4535364375063519	0.7683752129222893	-0.30832563071915936	-0.5250148649769038	0.6600439421042729	-0.7373454547989349	-0.5968316707045247	0.686087887370054	-0.33756343655365734	-0.5729120527107058	0.2503747698275919
DHH	0.5188172747764555	0.7596854733470628	-0.5433076989850592	1.0	-0.49073484649535654	0.763485164399288	-0.4665340362953713	0.415173253421572	0.5339518261031428	-0.6668408700173519	-0.26367192137341294	0.7514606220075772	-0.6033002100147677	0.3302816168739213	0.212906673002492	-0.3516951393379445	-0.1624944759637194	0.6761832720381541	-0.48829078410333476
CTNNB1	-0.5394026853937185	-0.49205738518137865	0.8598354528640392	-0.49073484649535654	1.0	-0.5117834701671947	0.2477155191482829	-0.5834439739366817	-0.5421805566570304	0.7504614993236283	-0.2971585841286394	-0.484806046251648	0.6326549776053022	-0.717715999537789	-0.6541637590884699	0.749455032342578	-0.3257612903887677	-0.5556182754324632	0.24702697783380462
PGD2	0.5492145526764212	0.7648105310920464	-0.5457106417514488	0.763485164399288	-0.5117834701671947	1.0	-0.4819415803887752	0.4431626716977251	0.5573101972367028	-0.6871262919367375	-0.2713328837992125	0.7640661041649686	-0.6156069567930313	0.34605881997757526	0.24083357238785605	-0.38203190960803357	-0.16803551878251938	0.6939958111747117	-0.49602254188481104
WT1mKTS	-0.4298233242076868	-0.4720044684112708	0.25085408697676115	-0.4665340362953713	0.2477155191482829	-0.4819415803887752	1.0	-0.38806450632837625	-0.4458157205350551	0.3470907944276007	0.20057305341431644	-0.4739260510964026	0.3049770045501558	-0.1503691713967793	-0.09572061914467658	0.23460723932453123	0.054663367086189026	-0.47498435377098064	0.7951365155266209
SRY	0.7235108614161121	0.42653915965053985	-0.51900691003657	0.415173253421572	-0.5834439739366817	0.4431626716977251	-0.38806450632837625	1.0	0.7309578610291015	-0.4555561501869552	-0.06615763641852511	0.4138047644246265	-0.26255208406542585	0.49511695226855845	0.5615985673559188	-0.7013903756821428	-0.18979682791614388	0.5981080717647144	-0.3871403684599988
DKK1	0.8453196176489396	0.5189464288382049	-0.4535364375063519	0.5339518261031428	-0.5421805566570304	0.5573101972367028	-0.4458157205350551	0.7309578610291015	1.0	-0.5876915149791268	-0.2908011290901914	0.5208348162811843	-0.3783401244445468	0.3264243095222037	0.41009809769806393	-0.5804163795621079	-0.2663439714448334	0.716607079102787	-0.46334311699736797
WNT4	-0.5915620423111518	-0.6749484782389653	0.7683752129222893	-0.6668408700173519	0.7504614993236283	-0.6871262919367375	0.3470907944276007	-0.4555561501869552	-0.5876915149791268	1.0	-0.02877502464872908	-0.6456956477315545	0.7731984898660731	-0.5545411066500305	-0.44834071331939257	0.555275756927501	-0.14902676987199326	-0.6959437592108895	0.367496300906273
