SourceGENES,TargetGENES,Interaction,Edges
UGR,FOXL2,1,activation
SRY,WT1mKTS,0.37514354286939,repression
SRY,FOXL2,0.373665052145434,repression
DMRT1,GATA4,0.352788749541677,repression
UGR,WT1mKTS,0.329113409272472,activation
DKK1,GATA4,0.317613632863047,repression
UGR,SRY,0.304712143861721,repression
DKK1,RSPO1,0.290160135117552,repression
SRY,WT1pKTS,0.274386797759848,repression
CTNNB1,CBX2,0.26581852159771,activation
SRY,PGD2,0.264172809351864,repression
DMRT1,RSPO1,0.247635038782912,activation
UGR,UGR,0.214728595727451,activation
SRY,AMH,0.208143559740496,repression
CBX2,UGR,0.202279028930362,activation
CBX2,WNT4,0.198607716279845,repression
CTNNB1,CTNNB1,0.196685938526864,activation
FOXL2,GATA4,0.18305740666465,repression
RSPO1,CBX2,0.181285892673906,repression
CBX2,SRY,0.177956936447357,repression
CTNNB1,UGR,0.170989502597501,repression
CTNNB1,SRY,0.170423194726434,activation
UGR,WNT4,0.168515662236174,repression
SRY,NR0B1,0.165742044172823,activation
CBX2,NR0B1,0.16373284788643,repression
SRY,FGF9,0.162087395703062,repression
RSPO1,WNT4,0.158478382072983,activation
SRY,GATA4,0.157952980429765,repression
UGR,NR0B1,0.157828933883272,repression
CBX2,FOXL2,0.152227326862642,repression
DKK1,CTNNB1,0.141615695168411,repression
DMRT1,NR5A1,0.141018094736545,repression
WT1pKTS,SOX9,0.140926044453338,repression
SRY,DHH,0.139417514329693,repression
DKK1,NR5A1,0.1393885065292,repression
FOXL2,FOXL2,0.137005916609127,activation
DKK1,CBX2,0.134437118618264,repression
CTNNB1,WNT4,0.122769887610665,activation
CTNNB1,RSPO1,0.12263204927859,activation
CBX2,CBX2,0.122339381393511,activation
CBX2,WT1mKTS,0.120135441519616,repression
CTNNB1,WT1mKTS,0.110893232411029,repression
DMRT1,CTNNB1,0.110659120346939,repression
RSPO1,SRY,0.110377816232572,repression
UGR,WT1pKTS,0.108991527391485,activation
WT1pKTS,GATA4,0.108825635857694,activation
DKK1,SOX9,0.105159277450258,activation
WT1pKTS,FGF9,0.102085969267727,repression
FOXL2,WT1pKTS,0.100224631339158,activation
DMRT1,CBX2,0.0957034525471151,repression
RSPO1,CTNNB1,0.093346145058894,activation
FOXL2,FGF9,0.0920721346859202,repression
FOXL2,DHH,0.0918663271658837,activation
FOXL2,WT1mKTS,0.0884959505242479,repression
FOXL2,SRY,0.0859904422040665,repression
CTNNB1,NR0B1,0.0850457739384885,repression
WT1pKTS,PGD2,0.0849425202214074,repression
WT1pKTS,DHH,0.0833116150591363,repression
RSPO1,UGR,0.0795010710529199,repression
DMRT1,SOX9,0.0784802337603651,activation
SRY,SRY,0.0758979189655274,activation
CTNNB1,GATA4,0.067659327974958,repression
UGR,AMH,0.0675356215380926,repression
SRY,UGR,0.0645052076781895,repression
FOXL2,PGD2,0.0590984298935648,activation
RSPO1,NR0B1,0.057663063743918,repression
WT1pKTS,AMH,0.053864234001976,repression
DMRT1,WT1pKTS,0.0468984371047088,repression
DMRT1,WT1mKTS,0.0405853697605849,activation
UGR,PGD2,0.0330099466146722,repression
FOXL2,AMH,0.030701294248443,repression
DKK1,UGR,0.027640472623384,repression
CBX2,CTNNB1,0.0244592199502698,activation
FOXL2,NR0B1,0.0173820430611239,activation
SRY,WNT4,0.0141582444302156,repression
DMRT1,SRY,0.0106876762418756,activation
RSPO1,DMRT1,0.00884070992371402,activation
DMRT1,UGR,0.00834918481038175,repression
NR5A1,CTNNB1,0.00794745299910786,repression
NR5A1,CBX2,0.00754483018090623,activation
FGF9,SOX9,0.00740625805578545,activation
DKK1,WT1mKTS,0.00650625930917314,repression
DHH,SOX9,0.00629729520358067,activation
NR5A1,DMRT1,0.00619411867865986,repression
WT1pKTS,NR0B1,0.00439252213282097,activation
NR5A1,DKK1,0.00406054090467814,repression
FGF9,PGD2,0.00391247434674444,activation
DHH,PGD2,0.00358355890267484,activation
FGF9,FGF9,0.00326582445236157,activation
DHH,AMH,0.00258814258930921,activation
FGF9,DHH,0.00256729328739789,activation
DHH,FGF9,0.00241871945443413,activation
FGF9,AMH,0.0024171193229873,activation
CBX2,RSPO1,0.00239641033833452,repression
GATA4,SOX9,0.00207031924947936,repression
WT1mKTS,SOX9,0.00202539773196891,repression
GATA4,PGD2,0.00198311007250346,repression
NR5A1,RSPO1,0.00186681582770135,repression
DHH,DHH,0.00171025472690572,activation
WT1pKTS,SRY,0.00165194829400043,repression
FGF9,NR5A1,0.00164836143466633,repression
GATA4,NR0B1,0.00125457491232299,activation
GATA4,WNT4,0.00125045564651604,repression
WT1mKTS,PGD2,0.00123435530817936,repression
GATA4,FGF9,0.00111475085115441,repression
DHH,NR5A1,0.000984954916418746,repression
GATA4,AMH,0.000975502275063494,repression
WT1mKTS,WNT4,0.000951078268697301,repression
WT1mKTS,FGF9,0.000928231454810448,repression
NR5A1,WNT4,0.000900419726895764,repression
WT1mKTS,NR0B1,0.000750333429452836,activation
GATA4,DHH,0.000655973620733146,repression
WT1mKTS,AMH,0.000628350777482955,repression
WT1mKTS,DHH,0.000621088113693463,repression
WT1mKTS,SRY,0.00058060357554818,repression
WT1mKTS,UGR,0.000383211010571194,activation
DHH,RSPO1,0.000373757227958113,repression
WT1pKTS,WNT4,0.000294840010203336,repression
NR5A1,GATA4,0.000292688744190727,activation
NR5A1,UGR,0.000291926967645658,repression
WT1mKTS,FOXL2,0.000256399925824573,repression
GATA4,GATA4,0.000231516788057279,activation
WT1mKTS,GATA4,0.00011261377366021,activation
WT1mKTS,WT1mKTS,0.000100272214759008,activation
GATA4,SRY,7.92213743549811e-05,repression
GATA4,UGR,7.31920277098606e-05,repression
WNT4,FOXL2,7.96171603336044e-36,repression
NR0B1,FOXL2,4.8163017087338e-36,activation
NR0B1,SOX9,4.27351257670769e-36,activation
AMH,SOX9,4.20073108909663e-36,repression
PGD2,SOX9,4.0844397320358e-36,activation
AMH,NR5A1,2.44514699435362e-36,repression
NR0B1,AMH,2.03422756587772e-36,repression
SOX9,DMRT1,1.87423845119573e-36,activation
NR0B1,PGD2,1.86672906324016e-36,repression
WNT4,DKK1,1.85270806013301e-36,repression
AMH,FGF9,1.67925324357231e-36,activation
WNT4,DMRT1,1.62797202849716e-36,repression
AMH,DHH,1.60226026383129e-36,activation
NR0B1,FGF9,1.54579345151671e-36,repression
PGD2,NR5A1,1.31426661764411e-36,repression
NR0B1,DHH,1.21961423654067e-36,repression
WNT4,UGR,1.10318285028276e-36,repression
PGD2,FGF9,1.0165713884495e-36,activation
PGD2,PGD2,9.95666463582775e-37,activation
SOX9,DKK1,8.9800248827341e-37,activation
WNT4,WT1mKTS,8.92452063970472e-37,repression
PGD2,AMH,8.68578024754061e-37,activation
NR0B1,WT1pKTS,8.52073559564043e-37,activation
PGD2,DHH,7.63066173435458e-37,activation
NR0B1,WT1mKTS,7.02147986363281e-37,activation
WNT4,CTNNB1,6.40840102767333e-37,activation
NR0B1,WNT4,6.29392784797009e-37,activation
SOX9,NR5A1,6.14463320385219e-37,activation
WNT4,WNT4,5.90923444098252e-37,activation
AMH,PGD2,4.6175617915307e-37,activation
SOX9,CTNNB1,4.36998940600536e-37,repression
WNT4,WT1pKTS,4.20588655567646e-37,repression
WNT4,SRY,4.10841625035107e-37,repression
AMH,RSPO1,2.41038346625924e-37,repression
NR0B1,UGR,1.99170924548666e-37,repression
PGD2,RSPO1,1.12131335931118e-37,repression
PGD2,WNT4,2.33203149713124e-38,repression
NR0B1,NR5A1,8.68483901160685e-40,repression
WNT4,CBX2,8.16043508620793e-40,repression
DMRT1,DMRT1,0,no regulation
DMRT1,FGF9,0,no regulation
DMRT1,DHH,0,no regulation
DMRT1,PGD2,0,no regulation
DMRT1,DKK1,0,no regulation
DMRT1,WNT4,0,no regulation
DMRT1,AMH,0,no regulation
DMRT1,NR0B1,0,no regulation
DMRT1,FOXL2,0,no regulation
FGF9,DMRT1,0,no regulation
FGF9,RSPO1,0,no regulation
FGF9,CTNNB1,0,no regulation
FGF9,WT1mKTS,0,no regulation
FGF9,SRY,0,no regulation
FGF9,DKK1,0,no regulation
FGF9,WNT4,0,no regulation
FGF9,CBX2,0,no regulation
FGF9,NR0B1,0,no regulation
FGF9,WT1pKTS,0,no regulation
FGF9,FOXL2,0,no regulation
FGF9,UGR,0,no regulation
FGF9,GATA4,0,no regulation
RSPO1,FGF9,0,no regulation
RSPO1,RSPO1,0,no regulation
RSPO1,DHH,0,no regulation
RSPO1,PGD2,0,no regulation
RSPO1,WT1mKTS,0,no regulation
RSPO1,DKK1,0,no regulation
RSPO1,AMH,0,no regulation
RSPO1,NR5A1,0,no regulation
RSPO1,WT1pKTS,0,no regulation
RSPO1,FOXL2,0,no regulation
RSPO1,SOX9,0,no regulation
RSPO1,GATA4,0,no regulation
DHH,DMRT1,0,no regulation
DHH,CTNNB1,0,no regulation
DHH,WT1mKTS,0,no regulation
DHH,SRY,0,no regulation
DHH,DKK1,0,no regulation
DHH,WNT4,0,no regulation
DHH,CBX2,0,no regulation
DHH,NR0B1,0,no regulation
DHH,WT1pKTS,0,no regulation
DHH,FOXL2,0,no regulation
DHH,UGR,0,no regulation
DHH,GATA4,0,no regulation
CTNNB1,DMRT1,0,no regulation
CTNNB1,FGF9,0,no regulation
CTNNB1,DHH,0,no regulation
CTNNB1,PGD2,0,no regulation
CTNNB1,DKK1,0,no regulation
CTNNB1,AMH,0,no regulation
CTNNB1,NR5A1,0,no regulation
CTNNB1,WT1pKTS,0,no regulation
CTNNB1,FOXL2,0,no regulation
CTNNB1,SOX9,0,no regulation
PGD2,DMRT1,0,no regulation
PGD2,CTNNB1,0,no regulation
PGD2,WT1mKTS,0,no regulation
PGD2,SRY,0,no regulation
PGD2,DKK1,0,no regulation
PGD2,CBX2,0,no regulation
PGD2,NR0B1,0,no regulation
PGD2,WT1pKTS,0,no regulation
PGD2,FOXL2,0,no regulation
PGD2,UGR,0,no regulation
PGD2,GATA4,0,no regulation
WT1mKTS,DMRT1,0,no regulation
WT1mKTS,RSPO1,0,no regulation
WT1mKTS,CTNNB1,0,no regulation
WT1mKTS,DKK1,0,no regulation
WT1mKTS,CBX2,0,no regulation
WT1mKTS,NR5A1,0,no regulation
WT1mKTS,WT1pKTS,0,no regulation
SRY,DMRT1,0,no regulation
SRY,RSPO1,0,no regulation
SRY,CTNNB1,0,no regulation
SRY,DKK1,0,no regulation
SRY,CBX2,0,no regulation
SRY,NR5A1,0,no regulation
SRY,SOX9,0,no regulation
DKK1,DMRT1,0,no regulation
DKK1,FGF9,0,no regulation
DKK1,DHH,0,no regulation
DKK1,PGD2,0,no regulation
DKK1,SRY,0,no regulation
DKK1,DKK1,0,no regulation
DKK1,WNT4,0,no regulation
DKK1,AMH,0,no regulation
DKK1,NR0B1,0,no regulation
DKK1,WT1pKTS,0,no regulation
DKK1,FOXL2,0,no regulation
WNT4,FGF9,0,no regulation
WNT4,RSPO1,0,no regulation
WNT4,DHH,0,no regulation
WNT4,PGD2,0,no regulation
WNT4,AMH,0,no regulation
WNT4,NR0B1,0,no regulation
WNT4,NR5A1,0,no regulation
WNT4,SOX9,0,no regulation
WNT4,GATA4,0,no regulation
CBX2,DMRT1,0,no regulation
CBX2,FGF9,0,no regulation
CBX2,DHH,0,no regulation
CBX2,PGD2,0,no regulation
CBX2,DKK1,0,no regulation
CBX2,AMH,0,no regulation
CBX2,NR5A1,0,no regulation
CBX2,WT1pKTS,0,no regulation
CBX2,SOX9,0,no regulation
CBX2,GATA4,0,no regulation
AMH,DMRT1,0,no regulation
AMH,CTNNB1,0,no regulation
AMH,WT1mKTS,0,no regulation
AMH,SRY,0,no regulation
AMH,DKK1,0,no regulation
AMH,WNT4,0,no regulation
AMH,CBX2,0,no regulation
AMH,AMH,0,no regulation
AMH,NR0B1,0,no regulation
AMH,WT1pKTS,0,no regulation
AMH,FOXL2,0,no regulation
AMH,UGR,0,no regulation
AMH,GATA4,0,no regulation
NR0B1,DMRT1,0,no regulation
NR0B1,RSPO1,0,no regulation
NR0B1,CTNNB1,0,no regulation
NR0B1,SRY,0,no regulation
NR0B1,DKK1,0,no regulation
NR0B1,CBX2,0,no regulation
NR0B1,NR0B1,0,no regulation
NR0B1,GATA4,0,no regulation
NR5A1,FGF9,0,no regulation
NR5A1,DHH,0,no regulation
NR5A1,PGD2,0,no regulation
NR5A1,WT1mKTS,0,no regulation
NR5A1,SRY,0,no regulation
NR5A1,AMH,0,no regulation
NR5A1,NR0B1,0,no regulation
NR5A1,NR5A1,0,no regulation
NR5A1,WT1pKTS,0,no regulation
NR5A1,FOXL2,0,no regulation
NR5A1,SOX9,0,no regulation
WT1pKTS,DMRT1,0,no regulation
WT1pKTS,RSPO1,0,no regulation
WT1pKTS,CTNNB1,0,no regulation
WT1pKTS,WT1mKTS,0,no regulation
WT1pKTS,DKK1,0,no regulation
WT1pKTS,CBX2,0,no regulation
WT1pKTS,NR5A1,0,no regulation
WT1pKTS,WT1pKTS,0,no regulation
WT1pKTS,FOXL2,0,no regulation
WT1pKTS,UGR,0,no regulation
FOXL2,DMRT1,0,no regulation
FOXL2,RSPO1,0,no regulation
FOXL2,CTNNB1,0,no regulation
FOXL2,DKK1,0,no regulation
FOXL2,WNT4,0,no regulation
FOXL2,CBX2,0,no regulation
FOXL2,NR5A1,0,no regulation
FOXL2,UGR,0,no regulation
FOXL2,SOX9,0,no regulation
UGR,DMRT1,0,no regulation
UGR,FGF9,0,no regulation
UGR,RSPO1,0,no regulation
UGR,DHH,0,no regulation
UGR,CTNNB1,0,no regulation
UGR,DKK1,0,no regulation
UGR,CBX2,0,no regulation
UGR,NR5A1,0,no regulation
UGR,SOX9,0,no regulation
UGR,GATA4,0,no regulation
SOX9,FGF9,0,no regulation
SOX9,RSPO1,0,no regulation
SOX9,DHH,0,no regulation
SOX9,PGD2,0,no regulation
SOX9,WT1mKTS,0,no regulation
SOX9,SRY,0,no regulation
SOX9,WNT4,0,no regulation
SOX9,CBX2,0,no regulation
SOX9,AMH,0,no regulation
SOX9,NR0B1,0,no regulation
SOX9,WT1pKTS,0,no regulation
SOX9,FOXL2,0,no regulation
SOX9,UGR,0,no regulation
SOX9,SOX9,0,no regulation
SOX9,GATA4,0,no regulation
GATA4,DMRT1,0,no regulation
GATA4,RSPO1,0,no regulation
GATA4,CTNNB1,0,no regulation
GATA4,WT1mKTS,0,no regulation
GATA4,DKK1,0,no regulation
GATA4,CBX2,0,no regulation
GATA4,NR5A1,0,no regulation
GATA4,WT1pKTS,0,no regulation
GATA4,FOXL2,0,no regulation
