Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	0.296705	0.420033	0.146228
FGF9	+	DMRT1	0.052005	0.059730	0.003645
RSPO1	+	DMRT1	0.135937	0.131643	0.020997
DHH	+	DMRT1	0.056413	0.062439	0.004133
CTNNB1	+	DMRT1	0.117331	0.119790	0.016491
PGD2	+	DMRT1	0.026956	0.043629	0.001380
WT1mKTS	+	DMRT1	0.440580	0.950261	0.491236
SRY	+	DMRT1	0.127157	0.115778	0.017274
DKK1	+	DMRT1	0.071809	0.075313	0.006346
WNT4	+	DMRT1	0.049528	0.092487	0.005375
CBX2	+	DMRT1	0.013060	0.068043	0.001043
AMH	-	DMRT1	-0.039019	0.050415	-0.002308
NR0B1	+	DMRT1	0.840966	0.000000	0.000000
NR5A1	+	DMRT1	0.100273	0.112651	0.013254
WT1pKTS	+	DMRT1	0.036337	0.084247	0.003592
FOXL2	-	DMRT1	-0.103248	0.104783	-0.012694
UGR	+	DMRT1	0.068861	0.093263	0.007535
SOX9	+	DMRT1	0.159858	0.122344	0.022948
GATA4	-	DMRT1	-0.158149	0.155931	-0.028935
DMRT1	+	FGF9	0.078432	0.085246	0.007845
FGF9	+	FGF9	0.137742	0.117658	0.019016
RSPO1	+	FGF9	0.006637	0.078082	0.000608
DHH	+	FGF9	0.034768	0.051917	0.002118
CTNNB1	+	FGF9	0.001471	0.077783	0.000134
PGD2	+	FGF9	0.084742	0.084304	0.008382
WT1mKTS	-	FGF9	-0.402748	0.768671	-0.363243
SRY	+	FGF9	0.078688	0.095431	0.008811
DKK1	+	FGF9	0.110062	0.104752	0.013528
WNT4	+	FGF9	0.464388	0.000000	0.000000
CBX2	-	FGF9	-0.016286	0.063747	-0.001218
AMH	+	FGF9	0.164170	0.140672	0.027097
NR0B1	+	FGF9	0.437958	0.000000	0.000000
NR5A1	-	FGF9	-0.057650	0.090112	-0.006095
WT1pKTS	+	FGF9	0.014100	0.071482	0.001183
FOXL2	+	FGF9	0.080549	0.109213	0.010322
UGR	+	FGF9	0.164083	0.195694	0.037676
SOX9	+	FGF9	0.185526	0.166729	0.036294
GATA4	+	FGF9	0.666979	0.999981	0.782577
DMRT1	+	RSPO1	0.058765	0.073872	0.005094
FGF9	+	RSPO1	0.018222	0.043563	0.000931
RSPO1	+	RSPO1	0.599838	1.000000	0.703812
DHH	+	RSPO1	0.015900	0.041149	0.000768
CTNNB1	+	RSPO1	0.577463	0.999999	0.677558
PGD2	+	RSPO1	0.058826	0.070575	0.004871
WT1mKTS	+	RSPO1	0.423935	0.016371	0.008143
SRY	-	RSPO1	-0.079188	0.128685	-0.011957
DKK1	+	RSPO1	0.022481	0.046344	0.001222
WNT4	+	RSPO1	0.047493	0.076717	0.004275
CBX2	-	RSPO1	-0.297123	0.999950	-0.348608
AMH	+	RSPO1	0.090766	0.087522	0.009321
NR0B1	+	RSPO1	0.054045	0.074395	0.004718
NR5A1	-	RSPO1	-0.080381	0.149181	-0.014070
WT1pKTS	+	RSPO1	0.042069	0.077565	0.003829
FOXL2	+	RSPO1	0.093058	0.069112	0.007546
UGR	-	RSPO1	-0.152748	0.464882	-0.083318
SOX9	-	RSPO1	-0.030113	0.056063	-0.001981
GATA4	+	RSPO1	0.302319	0.003174	0.001126
DMRT1	+	DHH	0.151969	0.129407	0.023075
FGF9	+	DHH	0.141040	0.115504	0.019114
RSPO1	+	DHH	0.112497	0.124647	0.016453
DHH	-	DHH	-0.017018	0.040704	-0.000813
CTNNB1	+	DHH	0.039255	0.093798	0.004320
PGD2	+	DHH	0.090758	0.085751	0.009132
WT1mKTS	+	DHH	0.039282	0.111415	0.005135
SRY	+	DHH	0.009105	0.042415	0.000453
DKK1	+	DHH	0.001481	0.037362	0.000065
WNT4	-	DHH	-0.011530	0.086500	-0.001170
CBX2	+	DHH	0.098550	0.112051	0.012957
AMH	+	DHH	0.101582	0.093910	0.011193
NR0B1	+	DHH	0.553513	0.000000	0.000000
NR5A1	+	DHH	0.065387	0.097701	0.007496
WT1pKTS	-	DHH	-0.019387	0.073151	-0.001664
FOXL2	+	DHH	0.134429	0.145450	0.022942
UGR	+	DHH	0.186352	0.219950	0.048093
SOX9	+	DHH	0.154093	0.127178	0.022994
GATA4	+	DHH	0.126102	0.141379	0.020918
DMRT1	+	CTNNB1	0.057449	0.045847	0.003090
FGF9	-	CTNNB1	-0.013136	0.045807	-0.000706
RSPO1	+	CTNNB1	1.179165	0.000000	0.000000
DHH	-	CTNNB1	-0.005062	0.038819	-0.000231
CTNNB1	+	CTNNB1	0.867845	0.000000	0.000000
PGD2	+	CTNNB1	0.029349	0.040252	0.001386
WT1mKTS	+	CTNNB1	0.189599	0.000000	0.000000
SRY	-	CTNNB1	-0.076796	0.259976	-0.023426
DKK1	+	CTNNB1	0.072183	0.042542	0.003603
WNT4	+	CTNNB1	0.453665	0.000000	0.000000
CBX2	-	CTNNB1	-0.244079	1.000000	-0.286386
AMH	+	CTNNB1	0.082387	0.040759	0.003940
NR0B1	+	CTNNB1	0.097626	0.000151	0.000017
NR5A1	-	CTNNB1	-0.062606	0.291206	-0.021392
WT1pKTS	+	CTNNB1	0.040788	0.035257	0.001687
FOXL2	+	CTNNB1	0.256613	0.000000	0.000000
UGR	-	CTNNB1	-0.150591	0.989540	-0.174846
SOX9	-	CTNNB1	-0.010046	0.043362	-0.000511
GATA4	+	CTNNB1	0.949906	0.000000	0.000000
DMRT1	+	PGD2	0.025754	0.045389	0.001372
FGF9	+	PGD2	0.153977	0.110154	0.019901
RSPO1	+	PGD2	0.102679	0.084676	0.010202
DHH	+	PGD2	0.179041	0.124319	0.026116
CTNNB1	+	PGD2	0.003825	0.084342	0.000379
PGD2	+	PGD2	0.094993	0.084616	0.009431
WT1mKTS	+	PGD2	0.157345	0.042919	0.007924
SRY	-	PGD2	-0.063841	0.092770	-0.006949
DKK1	+	PGD2	0.029499	0.048383	0.001675
WNT4	-	PGD2	-0.031357	0.098288	-0.003616
CBX2	+	PGD2	0.085584	0.092200	0.009259
AMH	+	PGD2	0.120879	0.096820	0.013732
NR0B1	-	PGD2	-0.016096	0.090553	-0.001710
NR5A1	-	PGD2	-0.010862	0.071039	-0.000905
WT1pKTS	+	PGD2	0.005629	0.068453	0.000452
FOXL2	-	PGD2	-0.037941	0.084957	-0.003782
UGR	+	PGD2	0.103676	0.096480	0.011736
SOX9	+	PGD2	0.120165	0.096979	0.013673
GATA4	+	PGD2	0.178933	0.036640	0.007693
DMRT1	+	WT1mKTS	0.029987	0.078263	0.002754
FGF9	+	WT1mKTS	0.013243	0.053070	0.000825
RSPO1	+	WT1mKTS	0.052875	0.024766	0.001536
DHH	+	WT1mKTS	0.021545	0.066979	0.001693
CTNNB1	+	WT1mKTS	0.063497	0.014422	0.001074
PGD2	+	WT1mKTS	0.018709	0.061329	0.001346
WT1mKTS	+	WT1mKTS	0.703069	1.000000	0.824936
SRY	-	WT1mKTS	-0.004150	0.050229	-0.000245
DKK1	+	WT1mKTS	0.041056	0.083700	0.004032
WNT4	+	WT1mKTS	0.008470	0.082300	0.000818
CBX2	+	WT1mKTS	0.056058	0.046709	0.003072
AMH	+	WT1mKTS	0.038357	0.082677	0.003721
NR0B1	+	WT1mKTS	0.154188	0.000003	0.000001
NR5A1	+	WT1mKTS	0.044920	0.044997	0.002372
WT1pKTS	+	WT1mKTS	0.018318	0.072618	0.001561
FOXL2	+	WT1mKTS	0.053264	0.027689	0.001730
UGR	+	WT1mKTS	0.105293	0.022642	0.002797
SOX9	+	WT1mKTS	0.023603	0.070602	0.001955
GATA4	+	WT1mKTS	0.449242	1.000000	0.527112
DMRT1	+	SRY	0.050000	0.035846	0.002103
FGF9	+	SRY	0.067490	0.035915	0.002844
RSPO1	-	SRY	-0.006547	0.098421	-0.000756
DHH	+	SRY	0.145472	0.016463	0.002810
CTNNB1	-	SRY	-0.128821	0.938352	-0.141833
PGD2	+	SRY	0.028725	0.034141	0.001151
WT1mKTS	+	SRY	0.425891	0.000000	0.000000
SRY	+	SRY	0.727121	0.000000	0.000000
DKK1	+	SRY	0.200136	0.002055	0.000483
WNT4	+	SRY	2.035821	0.000000	0.000000
CBX2	+	SRY	0.242974	0.000000	0.000000
AMH	+	SRY	0.090782	0.032541	0.003466
NR0B1	+	SRY	1.085516	0.000000	0.000000
NR5A1	+	SRY	0.905541	0.000000	0.000000
WT1pKTS	+	SRY	0.032971	0.036664	0.001418
FOXL2	-	SRY	-0.316915	1.000000	-0.371848
UGR	-	SRY	-0.051637	0.133852	-0.008110
SOX9	+	SRY	0.084124	0.033426	0.003299
GATA4	-	SRY	-0.147481	0.998964	-0.172866
DMRT1	+	DKK1	0.467836	0.000000	0.000000
FGF9	+	DKK1	0.067547	0.021665	0.001717
RSPO1	+	DKK1	1.011522	0.000000	0.000000
DHH	+	DKK1	0.086349	0.015486	0.001569
CTNNB1	+	DKK1	0.823421	0.000000	0.000000
PGD2	+	DKK1	0.184402	0.000290	0.000063
WT1mKTS	-	DKK1	-0.029457	0.541584	-0.018719
SRY	+	DKK1	0.115490	0.000536	0.000073
DKK1	+	DKK1	0.236475	0.000000	0.000000
WNT4	+	DKK1	0.663384	0.000000	0.000000
CBX2	+	DKK1	0.068907	0.004552	0.000368
AMH	+	DKK1	0.027325	0.029094	0.000933
NR0B1	-	DKK1	-0.063782	0.698368	-0.052265
NR5A1	+	DKK1	1.001129	0.000000	0.000000
WT1pKTS	+	DKK1	0.016624	0.039622	0.000773
FOXL2	-	DKK1	-0.079791	0.692294	-0.064813
UGR	+	DKK1	0.125523	0.000014	0.000002
SOX9	+	DKK1	0.070868	0.019778	0.001645
GATA4	+	DKK1	0.395157	0.000000	0.000000
DMRT1	+	WNT4	0.000429	0.036140	0.000018
FGF9	-	WNT4	-0.008333	0.040469	-0.000396
RSPO1	+	WNT4	0.030135	0.083684	0.002959
DHH	-	WNT4	-0.013920	0.042840	-0.000700
CTNNB1	+	WNT4	0.114251	0.056679	0.007598
PGD2	+	WNT4	0.010612	0.038988	0.000485
WT1mKTS	+	WNT4	0.247858	0.018866	0.005487
SRY	+	WNT4	0.175481	0.166939	0.034373
DKK1	+	WNT4	0.448519	0.000000	0.000000
WNT4	+	WNT4	0.656295	1.000000	0.770055
CBX2	-	WNT4	-0.058269	0.117448	-0.008030
AMH	-	WNT4	-0.059168	0.093739	-0.006508
NR0B1	+	WNT4	0.584840	1.000000	0.686214
NR5A1	+	WNT4	0.008153	0.070795	0.000677
WT1pKTS	+	WNT4	0.004392	0.069876	0.000360
FOXL2	+	WNT4	0.054256	0.082717	0.005266
UGR	-	WNT4	-0.126781	0.435973	-0.064854
SOX9	+	WNT4	0.007680	0.039177	0.000353
GATA4	+	WNT4	0.227647	0.016050	0.004287
DMRT1	+	CBX2	0.016696	0.037027	0.000725
FGF9	+	CBX2	0.061547	0.049437	0.003570
RSPO1	-	CBX2	-0.253996	0.999993	-0.298021
DHH	+	CBX2	0.116730	0.045827	0.006277
CTNNB1	-	CBX2	-0.309198	1.000000	-0.362793
PGD2	-	CBX2	-0.050610	0.072768	-0.004321
WT1mKTS	+	CBX2	0.525087	0.000000	0.000000
SRY	+	CBX2	0.216330	0.000397	0.000101
DKK1	+	CBX2	0.042393	0.045896	0.002283
