Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	0.513611	1.000000	0.507021
FGF9	+	DMRT1	0.010677	0.069957	0.000737
RSPO1	+	DMRT1	0.077149	0.090721	0.006909
DHH	+	DMRT1	0.074592	0.093729	0.006902
CTNNB1	-	DMRT1	-0.013840	0.042833	-0.000585
PGD2	+	DMRT1	0.108085	0.105783	0.011287
WT1mKTS	+	DMRT1	0.359181	0.782480	0.277446
SRY	+	DMRT1	0.119417	0.101362	0.011949
DKK1	+	DMRT1	0.533132	1.000000	0.526292
WNT4	-	DMRT1	-0.133411	0.180750	-0.023805
CBX2	-	DMRT1	-0.217910	0.616556	-0.132630
AMH	-	DMRT1	-0.021810	0.071382	-0.001537
NR0B1	-	DMRT1	-0.000124	0.063810	-0.000008
NR5A1	-	DMRT1	-0.500814	1.000000	-0.494388
WT1pKTS	+	DMRT1	0.319057	0.530745	0.167165
FOXL2	-	DMRT1	-0.084016	0.091366	-0.007578
UGR	-	DMRT1	-0.064939	0.100998	-0.006475
SOX9	+	DMRT1	0.232265	0.225019	0.051593
GATA4	+	DMRT1	0.375147	0.850730	0.315054
DMRT1	+	FGF9	0.141464	0.148182	0.020693
FGF9	+	FGF9	0.389482	0.998246	0.383810
RSPO1	-	FGF9	-0.127691	0.143641	-0.018106
DHH	+	FGF9	0.296910	0.789008	0.231259
CTNNB1	+	FGF9	0.007394	0.040966	0.000299
PGD2	+	FGF9	0.404606	0.999297	0.399134
WT1mKTS	-	FGF9	-0.005625	0.111196	-0.000617
SRY	+	FGF9	0.207283	0.304316	0.062270
DKK1	-	FGF9	-0.066051	0.095981	-0.006258
WNT4	-	FGF9	-0.056450	0.091271	-0.005086
CBX2	-	FGF9	-0.022177	0.062895	-0.001377
AMH	+	FGF9	0.401895	0.999336	0.396474
NR0B1	-	FGF9	-0.182509	0.263496	-0.047473
NR5A1	+	FGF9	0.155254	0.176058	0.026983
WT1pKTS	+	FGF9	0.485969	0.967987	0.464376
FOXL2	-	FGF9	-0.064195	0.073701	-0.004671
UGR	+	FGF9	0.010348	0.044337	0.000453
SOX9	+	FGF9	0.025541	0.078452	0.001978
GATA4	-	FGF9	-0.406879	0.822372	-0.330312
DMRT1	+	RSPO1	1.090095	0.000000	0.000000
FGF9	-	RSPO1	-0.122648	0.815848	-0.098778
RSPO1	+	RSPO1	1.509827	0.000000	0.000000
DHH	-	RSPO1	-0.071132	0.308046	-0.021631
CTNNB1	+	RSPO1	1.131459	0.000000	0.000000
PGD2	+	RSPO1	0.074799	0.014132	0.001043
WT1mKTS	+	RSPO1	0.074959	0.000000	0.000000
SRY	-	RSPO1	-0.002676	0.090365	-0.000239
DKK1	+	RSPO1	0.524216	0.000000	0.000000
WNT4	+	RSPO1	0.989521	0.000000	0.000000
CBX2	+	RSPO1	0.631888	0.000000	0.000000
AMH	+	RSPO1	0.024112	0.043348	0.001032
NR0B1	+	RSPO1	0.040654	0.018009	0.000723
NR5A1	-	RSPO1	-0.255453	1.000000	-0.252176
WT1pKTS	+	RSPO1	1.378653	0.000000	0.000000
FOXL2	+	RSPO1	0.025730	0.029268	0.000743
UGR	-	RSPO1	-0.100762	0.653407	-0.064993
SOX9	-	RSPO1	-0.210055	0.999896	-0.207338
GATA4	+	RSPO1	0.962448	0.000000	0.000000
DMRT1	-	DHH	-0.019016	0.078598	-0.001475
FGF9	+	DHH	0.418157	0.998646	0.412233
RSPO1	-	DHH	-0.036627	0.064977	-0.002349
DHH	+	DHH	0.331897	0.873682	0.286252
CTNNB1	+	DHH	0.000122	0.037418	0.000004
PGD2	+	DHH	0.381689	0.984955	0.371123
WT1mKTS	-	DHH	-0.199003	0.211524	-0.041554
SRY	+	DHH	0.214799	0.286413	0.060732
DKK1	+	DHH	0.055115	0.093663	0.005096
WNT4	-	DHH	-0.083666	0.105242	-0.008692
CBX2	+	DHH	0.054851	0.093727	0.005075
AMH	+	DHH	0.324173	0.842068	0.269474
NR0B1	-	DHH	-0.218932	0.386781	-0.083592
NR5A1	+	DHH	0.149434	0.164768	0.024306
WT1pKTS	-	DHH	-0.084366	0.124317	-0.010354
FOXL2	-	DHH	-0.177201	0.159336	-0.027872
UGR	+	DHH	0.039067	0.077968	0.003007
SOX9	+	DHH	0.171311	0.182606	0.030881
GATA4	+	DHH	0.319704	0.477430	0.150678
DMRT1	-	CTNNB1	-0.105199	0.107160	-0.011128
FGF9	+	CTNNB1	0.041480	0.072358	0.002963
RSPO1	+	CTNNB1	0.519825	0.999998	0.513154
DHH	+	CTNNB1	0.004826	0.060826	0.000290
CTNNB1	+	CTNNB1	0.553256	0.999999	0.546156
PGD2	+	CTNNB1	0.041347	0.072186	0.002946
WT1mKTS	-	CTNNB1	-0.376263	0.438299	-0.162799
SRY	+	CTNNB1	0.184923	0.158678	0.028967
DKK1	-	CTNNB1	-0.013535	0.079430	-0.001061
WNT4	+	CTNNB1	0.048042	0.080081	0.003798
CBX2	+	CTNNB1	0.133504	0.116252	0.015321
AMH	-	CTNNB1	-0.043532	0.070690	-0.003038
NR0B1	+	CTNNB1	0.056935	0.088973	0.005001
NR5A1	-	CTNNB1	-0.014845	0.089440	-0.001311
WT1pKTS	+	CTNNB1	0.868705	0.999432	0.857072
FOXL2	+	CTNNB1	0.093781	0.079065	0.007320
UGR	-	CTNNB1	-0.096694	0.093099	-0.008887
SOX9	-	CTNNB1	-0.114627	0.109217	-0.012359
GATA4	-	CTNNB1	-0.438717	0.599605	-0.259682
DMRT1	+	PGD2	0.024784	0.083959	0.002054
FGF9	+	PGD2	0.373002	0.989376	0.364304
RSPO1	-	PGD2	-0.098002	0.112601	-0.010893
DHH	+	PGD2	0.374679	0.990336	0.366297
CTNNB1	-	PGD2	-0.003726	0.039188	-0.000144
PGD2	+	PGD2	0.337309	0.929937	0.309651
WT1mKTS	-	PGD2	-0.120778	0.148757	-0.017736
SRY	+	PGD2	0.028111	0.086564	0.002402
DKK1	+	PGD2	0.062438	0.100426	0.006190
WNT4	-	PGD2	-0.011764	0.061677	-0.000716
CBX2	+	PGD2	0.053078	0.085484	0.004479
AMH	+	PGD2	0.411202	0.999290	0.405638
NR0B1	-	PGD2	-0.182328	0.263976	-0.047513
NR5A1	+	PGD2	0.061371	0.104760	0.006347
WT1pKTS	+	PGD2	0.374806	0.920494	0.340580
FOXL2	-	PGD2	-0.107105	0.101480	-0.010730
UGR	-	PGD2	-0.118292	0.129361	-0.015106
SOX9	+	PGD2	0.169698	0.195798	0.032800
GATA4	-	PGD2	-0.042887	0.115623	-0.004895
DMRT1	+	WT1mKTS	0.060499	0.018681	0.001116
FGF9	-	WT1mKTS	-0.011573	0.083866	-0.000958
RSPO1	+	WT1mKTS	0.029222	0.074614	0.002152
DHH	+	WT1mKTS	0.013122	0.071670	0.000928
CTNNB1	+	WT1mKTS	0.024918	0.072425	0.001782
PGD2	+	WT1mKTS	0.032191	0.070304	0.002234
