Gene1	Gene2	Score
CTNNB1	RSPO1	0.885851699305019
RSPO1	CTNNB1	0.885851699305019
UGR	FOXL2	-0.868671893641815
NR0B1	FOXL2	0.865063701801248
WNT4	FOXL2	0.863797814054288
CTNNB1	FOXL2	0.86103987978524
RSPO1	FOXL2	0.860805272997773
UGR	CTNNB1	-0.858000138950177
UGR	RSPO1	-0.856458205397407
WNT4	CTNNB1	0.855483638533266
WNT4	RSPO1	0.852821907391334
NR0B1	RSPO1	0.851610618704156
NR0B1	WNT4	0.848046436289984
WNT4	NR0B1	0.848046436289984
NR0B1	CTNNB1	0.840761151962165
GATA4	WT1mKTS	0.840270479438297
WT1mKTS	GATA4	0.840270479438297
CBX2	FOXL2	-0.839534490295504
CTNNB1	NR5A1	-0.831816124285778
CTNNB1	CBX2	-0.83122109544918
CBX2	CTNNB1	-0.830599592094304
RSPO1	NR5A1	-0.82974086141824
NR5A1	WT1pKTS	0.829465086778049
CBX2	NR5A1	0.827309286569222
RSPO1	CBX2	-0.826732500202186
UGR	CBX2	0.825977335924659
CBX2	RSPO1	-0.824058827962374
UGR	NR5A1	0.823888287179198
NR5A1	FOXL2	-0.814884797808876
WNT4	UGR	-0.813966704681555
UGR	WT1pKTS	0.809997424515975
CTNNB1	WT1pKTS	-0.80987602244481
RSPO1	WT1pKTS	-0.806897575116935
NR0B1	UGR	-0.801586931255976
CBX2	WT1pKTS	0.793231499038156
FOXL2	WT1pKTS	-0.792855705914552
WNT4	CBX2	-0.792613028537153
NR0B1	CBX2	-0.790965373675248
FOXL2	NR5A1	-0.790630073434234
WNT4	NR5A1	-0.778647192500769
NR0B1	NR5A1	-0.771543108925864
WNT4	WT1pKTS	-0.766707206996433
NR0B1	WT1pKTS	-0.762342221124921
UGR	WNT4	-0.761632028931754
CTNNB1	UGR	-0.746236246615063
WT1pKTS	NR5A1	0.743995699389363
WT1pKTS	FOXL2	-0.742107918474833
UGR	NR0B1	-0.737629565171462
WNT4	SRY	-0.735921600668072
CBX2	UGR	0.731915237490257
RSPO1	UGR	-0.72529997546518
NR0B1	SRY	-0.724536168803572
NR5A1	RSPO1	-0.719548820381526
NR5A1	CTNNB1	-0.718310506172694
UGR	SRY	0.705573748251764
NR5A1	CBX2	0.696795056753738
CTNNB1	SRY	-0.657189740171856
CBX2	SRY	0.641049836223913
RSPO1	SRY	-0.639686687713102
CBX2	WNT4	-0.621230244574733
CTNNB1	WNT4	0.614374425233004
FOXL2	RSPO1	0.61289045728916
WT1mKTS	NR0B1	0.599216332499985
FOXL2	CBX2	-0.597758436490933
FOXL2	CTNNB1	0.594470569113598
CTNNB1	NR0B1	0.594249125786753
CBX2	NR0B1	-0.586822021592151
GATA4	NR0B1	0.583078289926164
RSPO1	WNT4	0.575108864771386
WT1mKTS	WNT4	0.565974619222774
RSPO1	NR0B1	0.553846872876202
GATA4	WNT4	0.541925500890618
NR5A1	UGR	0.53510446258307
WT1mKTS	RSPO1	0.529461577762229
WT1pKTS	CTNNB1	-0.528425551740661
WT1pKTS	RSPO1	-0.525188924869971
WT1mKTS	CTNNB1	0.514258183700126
NR5A1	SRY	0.511968783644314
WT1pKTS	CBX2	0.504026011401012
GATA4	RSPO1	0.50061865013408
FOXL2	SRY	-0.496569651561718
SRY	FOXL2	-0.488813750148471
GATA4	CTNNB1	0.478069870422314
SRY	WT1pKTS	0.451791469394823
NR5A1	WNT4	-0.448115928226679
SRY	NR5A1	0.443070637469567
FOXL2	UGR	-0.429428848088931
NR5A1	NR0B1	-0.428169478856884
WT1pKTS	SRY	0.39173497136575
DKK1	DMRT1	0.38400426983642
DMRT1	DKK1	0.38400426983642
WT1pKTS	UGR	0.376668085296919
NR0B1	GATA4	-0.37154694814876
WNT4	GATA4	-0.368673764238872
WNT4	WT1mKTS	-0.366081611278651
FGF9	NR0B1	-0.359736272084779
FGF9	WNT4	-0.358194481076872
AMH	WNT4	-0.357469527477765
AMH	RSPO1	-0.355540554155272
NR0B1	WT1mKTS	-0.35454154926161
UGR	GATA4	0.353802623392963
AMH	NR0B1	-0.351893507925301
FGF9	CTNNB1	-0.350780456091495
FGF9	RSPO1	-0.346050526352284
AMH	CTNNB1	-0.3456576929959
WT1mKTS	CBX2	-0.343843072091364
DHH	RSPO1	-0.342229792301778
GATA4	CBX2	-0.340900698296003
DHH	WNT4	-0.338041042767022
WNT4	DKK1	-0.332748525744956
DHH	CTNNB1	-0.331400087714436
FGF9	UGR	0.330973181026006
FOXL2	WNT4	0.329453611356256
WT1mKTS	UGR	-0.329277198894377
GATA4	UGR	-0.327939459869906
AMH	UGR	0.32720317886749
AMH	CBX2	0.326059829408918
WT1pKTS	WNT4	-0.323560068463762
PGD2	CTNNB1	-0.321034985767829
DHH	NR0B1	-0.318813303823503
WNT4	DMRT1	-0.315506004045847
SRY	WNT4	0.312487751354707
FGF9	CBX2	0.310890335160598
PGD2	WNT4	-0.309998209012144
WT1pKTS	NR0B1	-0.308273594107436
UGR	WT1mKTS	0.30731014888765
NR0B1	DKK1	-0.307238793859828
NR0B1	DMRT1	-0.303596161375379
WT1pKTS	WT1mKTS	-0.302935192626422
PGD2	RSPO1	-0.30293075474595
FOXL2	NR0B1	0.302857669138565
FGF9	FOXL2	-0.301894910953748
PGD2	CBX2	0.30120142933103
FGF9	SRY	0.299562404626745
AMH	NR5A1	0.29631279727643
PGD2	NR5A1	0.295071700362663
AMH	FOXL2	-0.293276953806262
DHH	UGR	0.2927843166296
PGD2	NR0B1	-0.290063014803507
FGF9	NR5A1	0.288434022072254
DHH	CBX2	0.285787361657278
AMH	SRY	0.283728084350487
UGR	DKK1	0.283233158413174
PGD2	FOXL2	-0.282979417970663
CBX2	GATA4	0.282336834989659
SRY	DMRT1	0.277953433810083
SRY	DKK1	0.277538903665358
PGD2	UGR	0.277378129476174
DHH	FOXL2	-0.276244983152886
DHH	NR5A1	0.273740439366725
UGR	DMRT1	0.273263299746554
SRY	RSPO1	-0.271066391891326
NR5A1	WT1mKTS	-0.269539701126879
SOX9	NR0B1	-0.269188818699966
DHH	SRY	0.268149914232265
CTNNB1	DMRT1	-0.267734722894125
RSPO1	GATA4	-0.26765310982741
CTNNB1	GATA4	-0.265486024874539
WT1pKTS	GATA4	-0.264750756696965
FOXL2	WT1mKTS	0.264692089615738
SRY	CBX2	0.264609082755283
RSPO1	DMRT1	-0.258213662960573
FOXL2	GATA4	0.25629703422578
PGD2	SRY	0.255214454836154
CBX2	DKK1	0.254759274652716
