Gene1	Gene2	corVal	pValue
DMRT1	DMRT1	1	0
FGF9	FGF9	1	0
RSPO1	RSPO1	1	0
DHH	DHH	1	0
CTNNB1	CTNNB1	1	0
PGD2	PGD2	1	0
WT1mKTS	WT1mKTS	1	0
SRY	SRY	1	0
DKK1	DKK1	1	0
WNT4	WNT4	1	0
CBX2	CBX2	1	0
AMH	AMH	1	0
NR0B1	NR0B1	1	0
NR5A1	NR5A1	1	0
WT1pKTS	WT1pKTS	1	0
FOXL2	FOXL2	1	0
UGR	UGR	1	0
SOX9	SOX9	1	0
GATA4	GATA4	1	0
NR5A1	WT1pKTS	0.35252526595407	1.56810470589602e-47
WT1pKTS	NR5A1	0.35252526595407	1.56810470589633e-47
DKK1	DMRT1	0.273078903223173	1.80550129441768e-28
DMRT1	DKK1	0.273078903223173	1.80550129441798e-28
RSPO1	CTNNB1	0.23014705322692	1.78651225115529e-20
CTNNB1	RSPO1	0.23014705322692	1.78651225115553e-20
WNT4	NR0B1	0.226166953555521	8.2634499460605e-20
NR0B1	WNT4	0.22616695355552	8.26344994606086e-20
DKK1	SRY	0.219181308869371	1.13304578265693e-18
SRY	DKK1	0.219181308869371	1.13304578265702e-18
CBX2	NR5A1	0.20177027937121	5.27559875803571e-16
NR5A1	CBX2	0.20177027937121	5.27559875803607e-16
DMRT1	SRY	0.193154835910881	9.03995768368556e-15
SRY	DMRT1	0.193154835910881	9.03995768368583e-15
CBX2	UGR	0.19041401011101	2.17209289083838e-14
UGR	CBX2	0.19041401011101	2.17209289083842e-14
CTNNB1	WNT4	0.185866830146282	9.03643074602885e-14
WNT4	CTNNB1	0.185866830146281	9.03643074602918e-14
SRY	NR0B1	0.150059116016132	1.9771057241158e-09
NR0B1	SRY	0.150059116016132	1.97710572411585e-09
WNT4	RSPO1	0.14365095264199	9.42784399379479e-09
RSPO1	WNT4	0.14365095264199	9.42784399379511e-09
WT1pKTS	WT1mKTS	0.124384518164147	6.89639650743797e-07
WT1mKTS	WT1pKTS	0.124384518164147	6.89639650743817e-07
AMH	DHH	0.122398163812313	1.03757019144581e-06
DHH	AMH	0.122398163812313	1.03757019144581e-06
WT1mKTS	GATA4	0.11823844056194	2.39131027588287e-06
GATA4	WT1mKTS	0.118238440561939	2.39131027588287e-06
WT1pKTS	SRY	0.114754925916536	4.71087474383625e-06
SRY	WT1pKTS	0.114754925916536	4.71087474383633e-06
DHH	PGD2	0.111939841807625	8.03452432430029e-06
PGD2	DHH	0.111939841807625	8.03452432430032e-06
FGF9	DHH	0.110687668899107	1.01471748117021e-05
DHH	FGF9	0.110687668899107	1.01471748117023e-05
WT1pKTS	GATA4	0.108164026274617	1.61219176477001e-05
GATA4	WT1pKTS	0.108164026274617	1.61219176477002e-05
DKK1	SOX9	0.105491400354652	2.60386928554792e-05
SOX9	DKK1	0.105491400354652	2.60386928554795e-05
PGD2	AMH	0.1042728693071	3.22798404640247e-05
AMH	PGD2	0.1042728693071	3.22798404640251e-05
DMRT1	SOX9	0.10194299080888	4.83662093929111e-05
SOX9	DMRT1	0.10194299080888	4.83662093929114e-05
NR0B1	CTNNB1	0.101644630821993	5.09055049781648e-05
CTNNB1	NR0B1	0.101644630821993	5.09055049781648e-05
UGR	WT1pKTS	0.0994496696406841	7.38586644044701e-05
WT1pKTS	UGR	0.099449669640684	7.38586644044708e-05
FGF9	PGD2	0.0868002664778662	0.0005455864333062
PGD2	FGF9	0.086800266477866	0.000545586433306214
FOXL2	CTNNB1	0.0861806984192715	0.000597945189566575
CTNNB1	FOXL2	0.0861806984192715	0.000597945189566579
NR5A1	SOX9	0.0781900117589602	0.00185038937602709
SOX9	NR5A1	0.0781900117589601	0.00185038937602712
WT1pKTS	DMRT1	0.0695390470428093	0.0056416870844286
DMRT1	WT1pKTS	0.0695390470428093	0.00564168708442862
WT1pKTS	CBX2	0.0688381636451509	0.00614491890528346
CBX2	WT1pKTS	0.0688381636451509	0.00614491890528347
FGF9	SOX9	0.0676271981740625	0.00711026902707122
SOX9	FGF9	0.0676271981740625	0.00711026902707126
PGD2	SOX9	0.0604012037765775	0.0162400823195437
SOX9	PGD2	0.0604012037765774	0.0162400823195438
DKK1	WT1pKTS	0.0565513863675151	0.0244470688568182
WT1pKTS	DKK1	0.0565513863675149	0.0244470688568186
FOXL2	UGR	0.0546142681792253	0.0297924004998953
UGR	FOXL2	0.0546142681792252	0.0297924004998955
DHH	SOX9	0.0540664853379913	0.0314751152757276
SOX9	DHH	0.0540664853379913	0.0314751152757276
FGF9	AMH	0.053162279454745	0.0344308956456216
AMH	FGF9	0.0531622794547449	0.0344308956456218
SRY	SOX9	0.0480330888120118	0.0560453932073305
SOX9	SRY	0.0480330888120118	0.0560453932073307
