64,192,119,199,123,249,344,110,194,227,262,176,221,189,98,157,68,67,314
238,69,66,86,52,251,340,198,109,234,139,336,32,236,270,116,182,128,287
146,131,24,299,10,332,333,185,178,296,267,239,120,167,232,8,12,203,353
133,127,108,135,92,206,330,101,215,205,259,56,265,181,269,143,152,31,347
317,201,16,240,94,263,343,81,84,141,298,286,244,22,153,51,7,294,357
279,73,74,329,49,304,282,138,48,275,316,147,27,121,253,62,208,78,342
142,21,278,29,230,47,245,225,50,358,255,35,235,359,360,88,158,37,163
28,118,172,76,200,129,309,87,231,168,100,346,180,310,34,53,70,334,361
213,112,85,195,45,289,284,160,187,274,13,207,93,165,264,107,254,211,277
260,337,38,188,183,106,268,4,144,77,126,39,283,306,140,281,300,266,162
348,327,311,159,136,322,307,63,166,191,248,276,103,58,219,6,2,204,164
42,193,149,216,65,242,302,57,212,171,295,177,154,113,224,55,151,228,349
229,247,105,209,30,257,323,1,186,222,161,271,59,241,197,156,291,325,83
354,293,125,352,261,246,338,26,132,355,25,41,335,190,23,5,15,43,305
223,170,292,252,280,258,288,14,89,313,320,11,312,117,3,169,72,96,318
122,137,71,324,79,303,331,155,148,326,114,301,80,115,19,40,256,175,297
285,61,17,308,184,328,174,18,202,9,91,272,97,319,233,243,82,341,237
130,179,145,220,102,217,350,99,210,250,218,173,214,60,134,104,95,111,339
46,54,196,33,315,36,150,321,75,345,273,20,356,351,290,90,124,44,226
