Gene1	Gene2	corVal	pValue
DMRT1	DMRT1	1	0
FGF9	FGF9	1	0
RSPO1	RSPO1	1	0
DHH	DHH	1	0
CTNNB1	CTNNB1	1	0
PGD2	PGD2	1	0
WT1mKTS	WT1mKTS	1	0
SRY	SRY	1	0
DKK1	DKK1	1	0
WNT4	WNT4	1	0
CBX2	CBX2	1	0
AMH	AMH	1	0
NR0B1	NR0B1	1	0
NR5A1	NR5A1	1	0
WT1pKTS	WT1pKTS	1	0
FOXL2	FOXL2	1	0
UGR	UGR	1	0
SOX9	SOX9	1	0
GATA4	GATA4	1	0
WT1pKTS	NR5A1	0.388889234234537	2.61582373190422e-58
NR5A1	WT1pKTS	0.388889234234537	2.61582373190482e-58
DMRT1	DKK1	0.264036500838371	1.1695427242738e-26
DKK1	DMRT1	0.264036500838371	1.16954272427393e-26
RSPO1	CTNNB1	0.217330697512304	2.23377920599844e-18
CTNNB1	RSPO1	0.217330697512304	2.23377920599854e-18
WNT4	NR0B1	0.21622883140227	3.33646635097532e-18
NR0B1	WNT4	0.21622883140227	3.33646635097542e-18
SRY	DKK1	0.208608279970842	5.04036058404855e-17
DKK1	SRY	0.208608279970842	5.04036058404866e-17
UGR	CBX2	0.206808711890576	9.42630839394671e-17
CBX2	UGR	0.206808711890576	9.42630839394678e-17
CTNNB1	WNT4	0.198843390426143	1.40542453938956e-15
WNT4	CTNNB1	0.198843390426142	1.40542453938956e-15
NR5A1	CBX2	0.188000457936481	4.6497830319244e-14
CBX2	NR5A1	0.188000457936481	4.6497830319248e-14
DMRT1	SRY	0.16067339897118	1.28052452948349e-10
SRY	DMRT1	0.160673398971179	1.28052452948356e-10
DHH	FGF9	0.140231412931004	2.11068110225294e-08
FGF9	DHH	0.140231412931004	2.11068110225299e-08
WNT4	RSPO1	0.129931414961243	2.13144112945089e-07
RSPO1	WNT4	0.129931414961243	2.13144112945097e-07
NR0B1	SRY	0.125557883155713	5.4018422275768e-07
SRY	NR0B1	0.125557883155713	5.4018422275768e-07
SOX9	DMRT1	0.117370867567025	2.8363245903896e-06
DMRT1	SOX9	0.117370867567025	2.8363245903896e-06
WT1mKTS	GATA4	0.115701974294502	3.92531622741387e-06
GATA4	WT1mKTS	0.115701974294501	3.9253162274139e-06
DKK1	SOX9	0.114748068687944	4.71707691675202e-06
SOX9	DKK1	0.114748068687944	4.71707691675218e-06
DHH	AMH	0.114186866779754	5.25203056303333e-06
AMH	DHH	0.114186866779754	5.25203056303334e-06
SRY	WT1pKTS	0.113304837506269	6.21176601525361e-06
WT1pKTS	SRY	0.113304837506269	6.21176601525371e-06
WT1pKTS	WT1mKTS	0.113103812968298	6.45286005350284e-06
WT1mKTS	WT1pKTS	0.113103812968298	6.45286005350284e-06
GATA4	WT1pKTS	0.107914463590857	1.68680239219861e-05
WT1pKTS	GATA4	0.107914463590857	1.68680239219861e-05
DHH	PGD2	0.107808740686864	1.71939127737221e-05
PGD2	DHH	0.107808740686864	1.71939127737225e-05
UGR	WT1pKTS	0.0972102848197922	0.000107141933228161
WT1pKTS	UGR	0.0972102848197921	0.000107141933228163
AMH	PGD2	0.0928199955205678	0.000217226603485349
PGD2	AMH	0.0928199955205678	0.000217226603485353
CTNNB1	FOXL2	0.0879908439038166	0.000456744196940235
FOXL2	CTNNB1	0.0879908439038165	0.000456744196940245
SOX9	NR5A1	0.0879228370929471	0.000461431825211923
NR5A1	SOX9	0.0879228370929471	0.000461431825211923
DMRT1	WT1pKTS	0.0828167010111846	0.000973461790750046
WT1pKTS	DMRT1	0.0828167010111845	0.000973461790750056
DHH	SOX9	0.0803911044990033	0.00136870284323083
SOX9	DHH	0.0803911044990032	0.00136870284323085
PGD2	FGF9	0.0786449784847362	0.00173962141777366
FGF9	PGD2	0.0786449784847361	0.00173962141777367
CTNNB1	NR0B1	0.0716510984912641	0.00434188790161964
NR0B1	CTNNB1	0.0716510984912641	0.00434188790161966
SOX9	PGD2	0.064122956994903	0.0107147439180858
PGD2	SOX9	0.0641229569949029	0.0107147439180858
RSPO1	NR0B1	0.060335228761172	0.0163572712114673
NR0B1	RSPO1	0.060335228761172	0.0163572712114674
FGF9	AMH	0.0587087542390543	0.0194906616686111
AMH	FGF9	0.0587087542390542	0.0194906616686114
FOXL2	UGR	0.0544936950099574	0.0301560002884196
UGR	FOXL2	0.0544936950099574	0.0301560002884196
CBX2	WT1pKTS	0.0538267872808053	0.0322366735229892
WT1pKTS	CBX2	0.0538267872808051	0.0322366735229896
SRY	SOX9	0.0484133798527579	0.0541259037426812
SOX9	SRY	0.0484133798527578	0.0541259037426816
FOXL2	WT1mKTS	0.043622780410723	0.0827281327554923
WT1mKTS	FOXL2	0.043622780410723	0.0827281327554926
GATA4	CBX2	0.0424390575917065	0.0914214835090253
