Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	1.150523	0.000000	0.000000
FGF9	+	DMRT1	0.038544	0.039759	0.001754
RSPO1	+	DMRT1	0.091694	0.016700	0.001753
DHH	-	DMRT1	-0.038201	0.136025	-0.005948
CTNNB1	-	DMRT1	-0.018400	0.055395	-0.001167
PGD2	+	DMRT1	0.130438	0.000597	0.000089
WT1mKTS	+	DMRT1	1.345066	0.000000	0.000000
SRY	+	DMRT1	0.204198	0.000000	0.000000
DKK1	+	DMRT1	1.050674	0.000000	0.000000
WNT4	-	DMRT1	-0.104879	0.752883	-0.090380
CBX2	-	DMRT1	-0.162171	0.998476	-0.185339
AMH	+	DMRT1	0.050582	0.031259	0.001810
NR0B1	-	DMRT1	-0.026648	0.122994	-0.003751
NR5A1	-	DMRT1	-0.341951	1.000000	-0.391400
WT1pKTS	+	DMRT1	0.202165	0.000000	0.000000
FOXL2	-	DMRT1	-0.083471	0.179654	-0.017164
UGR	-	DMRT1	-0.068298	0.289089	-0.022599
SOX9	+	DMRT1	0.445970	0.000000	0.000000
GATA4	+	DMRT1	0.909300	0.000000	0.000000
DMRT1	+	FGF9	0.168906	0.161291	0.031182
FGF9	+	FGF9	0.413384	0.999091	0.472732
RSPO1	-	FGF9	-0.085252	0.106223	-0.010365
DHH	+	FGF9	0.267548	0.497925	0.152484
CTNNB1	-	FGF9	-0.095850	0.110345	-0.012106
PGD2	+	FGF9	0.363636	0.977155	0.406712
WT1mKTS	+	FGF9	0.082640	0.113199	0.010708
SRY	+	FGF9	0.199024	0.218280	0.049725
DKK1	-	FGF9	-0.080407	0.104961	-0.009660
WNT4	-	FGF9	-0.050847	0.088829	-0.005170
CBX2	-	FGF9	-0.037915	0.074324	-0.003225
AMH	+	FGF9	0.438662	0.999919	0.502056
NR0B1	-	FGF9	-0.168073	0.236358	-0.045470
NR5A1	+	FGF9	0.157824	0.147677	0.026677
WT1pKTS	+	FGF9	0.484654	0.925231	0.513262
FOXL2	+	FGF9	0.015617	0.036642	0.000655
UGR	-	FGF9	-0.000950	0.040598	-0.000044
SOX9	+	FGF9	0.026393	0.077683	0.002347
GATA4	-	FGF9	-0.462601	0.932755	-0.493892
DMRT1	+	RSPO1	0.924718	0.000000	0.000000
FGF9	-	RSPO1	-0.187583	0.995147	-0.213667
RSPO1	+	RSPO1	1.052233	0.000000	0.000000
DHH	-	RSPO1	-0.029745	0.113054	-0.003849
CTNNB1	+	RSPO1	0.854081	0.000000	0.000000
PGD2	-	RSPO1	-0.084386	0.337403	-0.032589
WT1mKTS	+	RSPO1	0.428543	0.000000	0.000000
SRY	+	RSPO1	0.054182	0.014178	0.000879
DKK1	+	RSPO1	0.012848	0.063198	0.000929
WNT4	+	RSPO1	0.659489	0.000000	0.000000
CBX2	+	RSPO1	0.158838	0.000111	0.000020
AMH	+	RSPO1	0.062109	0.027150	0.001930
NR0B1	-	RSPO1	-0.024962	0.114723	-0.003278
NR5A1	-	RSPO1	-0.335247	1.000000	-0.383727
WT1pKTS	+	RSPO1	0.150927	0.000000	0.000000
FOXL2	-	RSPO1	-0.002983	0.035038	-0.000120
UGR	-	RSPO1	-0.048353	0.124703	-0.006902
SOX9	-	RSPO1	-0.060156	0.240292	-0.016545
GATA4	+	RSPO1	1.437562	0.000000	0.000000
DMRT1	+	DHH	0.069665	0.101933	0.008128
FGF9	+	DHH	0.364240	0.957230	0.399081
RSPO1	-	DHH	-0.122837	0.128198	-0.018025
DHH	+	DHH	0.195427	0.198276	0.044352
CTNNB1	-	DHH	-0.040236	0.064082	-0.002951
PGD2	+	DHH	0.475111	0.999977	0.543803
WT1mKTS	-	DHH	-0.032792	0.114255	-0.004288
SRY	+	DHH	0.247095	0.418097	0.118249
DKK1	+	DHH	0.060499	0.098471	0.006819
