Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	0.311511	0.000003	0.000001
FGF9	+	DMRT1	0.008815	0.036520	0.000453
RSPO1	+	DMRT1	0.456604	0.000000	0.000000
DHH	+	DMRT1	0.073403	0.039611	0.004091
CTNNB1	+	DMRT1	0.038978	0.030597	0.001678
PGD2	+	DMRT1	0.073299	0.040241	0.004151
WT1mKTS	+	DMRT1	0.172227	0.000000	0.000000
SRY	+	DMRT1	0.158801	0.001687	0.000377
DKK1	+	DMRT1	0.146783	0.014454	0.002985
WNT4	+	DMRT1	0.160277	0.000003	0.000001
CBX2	-	DMRT1	-0.016489	0.078811	-0.001829
AMH	+	DMRT1	0.064331	0.040596	0.003675
NR0B1	+	DMRT1	0.596277	0.000000	0.000000
NR5A1	-	DMRT1	-0.003045	0.077206	-0.000331
WT1pKTS	+	DMRT1	0.094472	0.003783	0.000503
FOXL2	-	DMRT1	-0.128579	0.876875	-0.158651
UGR	+	DMRT1	0.107230	0.009386	0.001416
SOX9	+	DMRT1	0.162180	0.012102	0.002762
GATA4	+	DMRT1	0.694102	0.000000	0.000000
DMRT1	+	FGF9	0.130347	0.119119	0.021848
FGF9	+	FGF9	0.129465	0.111902	0.020386
RSPO1	+	FGF9	0.042301	0.090187	0.005368
DHH	+	FGF9	0.052034	0.064365	0.004713
CTNNB1	-	FGF9	-0.033357	0.085763	-0.004025
PGD2	+	FGF9	0.044583	0.058136	0.003647
WT1mKTS	-	FGF9	-0.013515	0.115067	-0.002188
SRY	+	FGF9	0.034722	0.064618	0.003157
DKK1	+	FGF9	0.030626	0.051593	0.002223
WNT4	-	FGF9	-0.011886	0.086901	-0.001453
CBX2	+	FGF9	0.030844	0.076742	0.003331
AMH	+	FGF9	0.162748	0.138959	0.031823
NR0B1	-	FGF9	-0.033005	0.090775	-0.004216
NR5A1	-	FGF9	-0.000850	0.073119	-0.000087
WT1pKTS	+	FGF9	0.054484	0.096700	0.007414
FOXL2	+	FGF9	0.136420	0.169370	0.032513
UGR	+	FGF9	0.153809	0.182628	0.039526
SOX9	+	FGF9	0.113594	0.104528	0.016708
GATA4	+	FGF9	0.261755	0.771972	0.284337
DMRT1	+	RSPO1	0.102369	0.090162	0.012988
FGF9	-	RSPO1	-0.052840	0.077581	-0.005768
RSPO1	+	RSPO1	0.604959	0.999998	0.851257
DHH	-	RSPO1	-0.032800	0.057178	-0.002639
CTNNB1	+	RSPO1	0.591998	0.999984	0.833008
PGD2	+	RSPO1	0.030599	0.050218	0.002162
WT1mKTS	+	RSPO1	0.271451	0.001330	0.000508
SRY	-	RSPO1	-0.071622	0.118416	-0.011934
DKK1	-	RSPO1	-0.002823	0.038370	-0.000152
WNT4	+	RSPO1	0.054345	0.071188	0.005444
CBX2	-	RSPO1	-0.319989	0.999999	-0.450267
AMH	+	RSPO1	0.012469	0.039947	0.000701
NR0B1	+	RSPO1	0.051476	0.072633	0.005261
NR5A1	-	RSPO1	-0.078254	0.147400	-0.016231
WT1pKTS	+	RSPO1	0.049631	0.076954	0.005374
FOXL2	+	RSPO1	0.146322	0.039098	0.008050
UGR	-	RSPO1	-0.084422	0.148777	-0.017674
SOX9	+	RSPO1	0.028779	0.049557	0.002007
GATA4	+	RSPO1	0.421435	0.001390	0.000824
DMRT1	+	DHH	0.069998	0.078367	0.007719
FGF9	+	DHH	0.115837	0.099788	0.016265
RSPO1	+	DHH	0.006423	0.085863	0.000776
DHH	+	DHH	0.120828	0.103614	0.017617
CTNNB1	+	DHH	0.111935	0.121559	0.019146
PGD2	+	DHH	0.102245	0.091464	0.013159
WT1mKTS	+	DHH	0.114761	0.135077	0.021813
SRY	+	DHH	0.004931	0.041946	0.000291
DKK1	+	DHH	0.060060	0.071544	0.006046
WNT4	-	DHH	-0.027787	0.089238	-0.003489
CBX2	+	DHH	0.014639	0.068148	0.001404
AMH	+	DHH	0.109043	0.097157	0.014908
NR0B1	+	DHH	0.524121	0.000000	0.000000
NR5A1	+	DHH	0.122700	0.130261	0.022490
WT1pKTS	+	DHH	0.002291	0.072950	0.000235
FOXL2	+	DHH	0.153656	0.167881	0.036298
UGR	+	DHH	0.177506	0.198195	0.049504
SOX9	+	DHH	0.064575	0.071904	0.006534
GATA4	+	DHH	0.073273	0.117732	0.012139
DMRT1	+	CTNNB1	0.072653	0.082148	0.008398
FGF9	-	CTNNB1	-0.020658	0.046538	-0.001353
RSPO1	+	CTNNB1	0.598660	1.000000	0.842395
DHH	+	CTNNB1	0.010162	0.037851	0.000541
CTNNB1	+	CTNNB1	0.433792	0.792947	0.484018
PGD2	+	CTNNB1	0.058911	0.070196	0.005819
WT1mKTS	+	CTNNB1	0.271336	0.011458	0.004375
SRY	-	CTNNB1	-0.052861	0.089798	-0.006679
DKK1	+	CTNNB1	0.049558	0.067921	0.004737
WNT4	+	CTNNB1	0.204419	0.022950	0.006601
CBX2	-	CTNNB1	-0.341118	1.000000	-0.479999
AMH	+	CTNNB1	0.012040	0.039968	0.000677
NR0B1	+	CTNNB1	0.044585	0.081318	0.005102
NR5A1	-	CTNNB1	-0.090865	0.156268	-0.019980
WT1pKTS	+	CTNNB1	0.027991	0.076027	0.002994
FOXL2	+	CTNNB1	0.200246	0.047437	0.013366
UGR	-	CTNNB1	-0.121139	0.218113	-0.037179
SOX9	+	CTNNB1	0.063238	0.074946	0.006669
GATA4	+	CTNNB1	0.377670	0.032322	0.017177
DMRT1	+	PGD2	0.048419	0.062956	0.004289
FGF9	+	PGD2	0.143385	0.108550	0.021901
RSPO1	+	PGD2	0.040992	0.089872	0.005184
DHH	-	PGD2	-0.004179	0.036803	-0.000216
CTNNB1	+	PGD2	0.084912	0.091834	0.010973
PGD2	+	PGD2	0.079542	0.078309	0.008765
WT1mKTS	+	PGD2	0.153232	0.053084	0.011446
SRY	-	PGD2	-0.050751	0.080013	-0.005714
DKK1	+	PGD2	0.053288	0.066466	0.004984
WNT4	-	PGD2	-0.026741	0.096033	-0.003614
CBX2	+	PGD2	0.012278	0.065286	0.001128
AMH	+	PGD2	0.047335	0.060341	0.004019
NR0B1	+	PGD2	0.031595	0.086877	0.003862
NR5A1	+	PGD2	0.005834	0.068284	0.000561
WT1pKTS	+	PGD2	0.020427	0.072656	0.002088
FOXL2	-	PGD2	-0.022583	0.072779	-0.002313
UGR	+	PGD2	0.228407	0.229976	0.073914
SOX9	+	PGD2	0.044599	0.058405	0.003665
GATA4	+	PGD2	0.171885	0.048381	0.011702
DMRT1	+	WT1mKTS	0.024796	0.074615	0.002603
FGF9	+	WT1mKTS	0.039562	0.084587	0.004709
RSPO1	+	WT1mKTS	0.056925	0.019964	0.001599
DHH	+	WT1mKTS	0.052753	0.090662	0.006730
CTNNB1	+	WT1mKTS	0.009670	0.080857	0.001100
