Gene1	Gene2	corVal	pValue
DMRT1	DMRT1	1	0
FGF9	FGF9	1	0
RSPO1	RSPO1	1	0
DHH	DHH	1	0
CTNNB1	CTNNB1	1	0
PGD2	PGD2	1	0
WT1mKTS	WT1mKTS	1	0
SRY	SRY	1	0
DKK1	DKK1	1	0
WNT4	WNT4	1	0
CBX2	CBX2	1	0
AMH	AMH	1	0
NR0B1	NR0B1	1	0
NR5A1	NR5A1	1	0
WT1pKTS	WT1pKTS	1	0
FOXL2	FOXL2	1	0
UGR	UGR	1	0
SOX9	SOX9	1	0
GATA4	GATA4	1	0
WT1pKTS	NR5A1	0.348287678513652	2.30586909153679e-46
NR5A1	WT1pKTS	0.348287678513651	2.30586909153732e-46
DMRT1	DKK1	0.283828842918114	1.02791789831468e-30
DKK1	DMRT1	0.283828842918114	1.02791789831477e-30
WNT4	NR0B1	0.22759280539005	4.78984981860303e-20
NR0B1	WNT4	0.22759280539005	4.7898498186031e-20
RSPO1	CTNNB1	0.225334510869166	1.13419324589946e-19
CTNNB1	RSPO1	0.225334510869166	1.1341932458995e-19
SRY	DKK1	0.192766605336168	1.02432758309902e-14
DKK1	SRY	0.192766605336167	1.02432758309908e-14
NR5A1	CBX2	0.192173646641555	1.23911279542014e-14
CBX2	NR5A1	0.192173646641554	1.23911279542021e-14
UGR	CBX2	0.190551989407558	2.07897027590632e-14
CBX2	UGR	0.190551989407558	2.07897027590633e-14
SRY	DMRT1	0.189110477686062	3.28059428350477e-14
DMRT1	SRY	0.189110477686062	3.28059428350477e-14
CTNNB1	WNT4	0.186811411500701	6.74013186153168e-14
WNT4	CTNNB1	0.186811411500701	6.74013186153183e-14
SRY	NR0B1	0.163441398984571	6.08111092159877e-11
NR0B1	SRY	0.16344139898457	6.08111092159895e-11
WNT4	RSPO1	0.145877369528624	5.52138544590115e-09
RSPO1	WNT4	0.145877369528623	5.52138544590144e-09
FGF9	DHH	0.126797606583045	4.16312089772882e-07
DHH	FGF9	0.126797606583045	4.16312089772891e-07
DHH	AMH	0.126420441352886	4.50763064938569e-07
AMH	DHH	0.126420441352886	4.50763064938572e-07
WT1pKTS	WT1mKTS	0.120202453298876	1.61778180356519e-06
WT1mKTS	WT1pKTS	0.120202453298876	1.6177818035652e-06
GATA4	WT1mKTS	0.11532621335886	4.22069023635951e-06
WT1mKTS	GATA4	0.11532621335886	4.2206902363596e-06
DKK1	SOX9	0.114737198606741	4.72692461746062e-06
SOX9	DKK1	0.114737198606741	4.72692461746075e-06
WT1pKTS	SRY	0.112976103704123	6.61064370554473e-06
SRY	WT1pKTS	0.112976103704123	6.61064370554479e-06
CTNNB1	NR0B1	0.105224524685456	2.72987148304567e-05
NR0B1	CTNNB1	0.105224524685456	2.72987148304571e-05
UGR	WT1pKTS	0.103153436517264	3.92433565816033e-05
WT1pKTS	UGR	0.103153436517264	3.92433565816033e-05
DHH	PGD2	0.100097783762507	6.62236408357751e-05
PGD2	DHH	0.100097783762507	6.62236408357757e-05
PGD2	AMH	0.0891787785631521	0.000381694799782755
AMH	PGD2	0.089178778563152	0.000381694799782756
DHH	SOX9	0.0806466428413839	0.001320992496214
SOX9	DHH	0.0806466428413839	0.001320992496214
DMRT1	SOX9	0.0803718937506187	0.00137235300065889
SOX9	DMRT1	0.0803718937506186	0.00137235300065892
PGD2	FGF9	0.0788171313460407	0.00169932152720689
FGF9	PGD2	0.0788171313460407	0.00169932152720691
FGF9	AMH	0.0732804675199502	0.00353161306338458
AMH	FGF9	0.0732804675199501	0.00353161306338459
WT1pKTS	DMRT1	0.0683090644495414	0.00655118087518966
DMRT1	WT1pKTS	0.0683090644495414	0.0065511808751897
GATA4	WT1pKTS	0.0661466239845507	0.00847401063650075
WT1pKTS	GATA4	0.0661466239845507	0.00847401063650078
NR5A1	SOX9	0.065070080984703	0.00960767395488374
SOX9	NR5A1	0.065070080984703	0.00960767395488375
WT1pKTS	CBX2	0.0610120303463193	0.0151896306408689
CBX2	WT1pKTS	0.0610120303463193	0.015189630640869
FOXL2	UGR	0.0582931083958796	0.0203709542691221
UGR	FOXL2	0.0582931083958795	0.0203709542691221
UGR	NR5A1	0.051887750591683	0.0389974097968479
NR5A1	UGR	0.051887750591683	0.038997409796848
PGD2	SOX9	0.0515705006751869	0.0402108462023058
SOX9	PGD2	0.0515705006751869	0.0402108462023059
CTNNB1	FOXL2	0.0492070967980091	0.0502959090198883
FOXL2	CTNNB1	0.0492070967980089	0.0502959090198892
RSPO1	FOXL2	0.0448858856838585	0.0742028071835557
FOXL2	RSPO1	0.0448858856838582	0.0742028071835577
CBX2	GATA4	0.0400843075936273	0.110888436251772
GATA4	CBX2	0.0400843075936273	0.110888436251772
WT1pKTS	DKK1	0.0367649393215057	0.143712994687355
