Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	0.915456	0.000000	0.000000
FGF9	-	DMRT1	-0.010282	0.078268	-0.000792
RSPO1	+	DMRT1	0.096124	0.022996	0.002176
DHH	+	DMRT1	0.014103	0.058067	0.000806
CTNNB1	-	DMRT1	-0.033454	0.072979	-0.002403
PGD2	+	DMRT1	0.168889	0.000116	0.000019
WT1mKTS	+	DMRT1	1.285056	0.000000	0.000000
SRY	+	DMRT1	0.214699	0.000000	0.000000
DKK1	+	DMRT1	0.808944	0.000000	0.000000
WNT4	-	DMRT1	-0.106266	0.600129	-0.062780
CBX2	-	DMRT1	-0.199276	0.999865	-0.196146
AMH	+	DMRT1	0.014089	0.057526	0.000798
NR0B1	+	DMRT1	0.008209	0.057983	0.000469
NR5A1	-	DMRT1	-0.402058	1.000000	-0.395797
WT1pKTS	+	DMRT1	0.266468	0.000000	0.000000
FOXL2	-	DMRT1	-0.007630	0.037333	-0.000280
UGR	-	DMRT1	-0.068370	0.231409	-0.015575
SOX9	+	DMRT1	0.498323	0.000000	0.000000
GATA4	+	DMRT1	0.710234	0.000000	0.000000
DMRT1	+	FGF9	0.083680	0.077273	0.006365
FGF9	+	FGF9	0.393779	0.582569	0.225831
RSPO1	-	FGF9	-0.069534	0.107411	-0.007352
DHH	+	FGF9	0.373105	0.430567	0.158145
CTNNB1	-	FGF9	-0.065634	0.095590	-0.006176
PGD2	+	FGF9	0.356717	0.327273	0.114926
WT1mKTS	-	FGF9	-0.010638	0.115742	-0.001212
SRY	+	FGF9	0.161162	0.051100	0.008107
DKK1	-	FGF9	-0.031766	0.090244	-0.002822
WNT4	-	FGF9	-0.023359	0.072101	-0.001658
CBX2	-	FGF9	-0.035315	0.076492	-0.002659
AMH	+	FGF9	0.446949	0.953323	0.419452
NR0B1	-	FGF9	-0.168406	0.516460	-0.085621
NR5A1	+	FGF9	0.164742	0.033704	0.005466
WT1pKTS	+	FGF9	0.120447	0.054895	0.006509
