Parent	Type	Child	Weight	Probability	Score
DMRT1	+	DMRT1	0.513645	0.000000	0.000000
FGF9	+	DMRT1	0.000677	0.038579	0.000028
RSPO1	+	DMRT1	0.651000	0.000000	0.000000
DHH	+	DMRT1	0.091930	0.019248	0.001892
CTNNB1	+	DMRT1	0.831131	0.000000	0.000000
PGD2	+	DMRT1	0.103213	0.017372	0.001917
WT1mKTS	-	DMRT1	-0.098389	0.984951	-0.103637
SRY	+	DMRT1	0.086114	0.007973	0.000734
DKK1	+	DMRT1	0.097954	0.014686	0.001538
WNT4	+	DMRT1	0.308485	0.000000	0.000000
CBX2	+	DMRT1	0.115813	0.000140	0.000017
AMH	+	DMRT1	0.087359	0.020846	0.001948
NR0B1	-	DMRT1	-0.063480	0.630546	-0.042806
NR5A1	+	DMRT1	0.027718	0.032984	0.000978
WT1pKTS	+	DMRT1	0.228668	0.000000	0.000000
FOXL2	-	DMRT1	-0.103608	0.826909	-0.091622
UGR	+	DMRT1	0.167859	0.000000	0.000000
SOX9	+	DMRT1	0.078437	0.023240	0.001949
GATA4	+	DMRT1	1.202447	0.000000	0.000000
DMRT1	+	FGF9	0.095377	0.097174	0.009912
FGF9	+	FGF9	0.117478	0.105718	0.013282
RSPO1	+	FGF9	0.039879	0.093634	0.003993
DHH	+	FGF9	0.068965	0.076916	0.005673
CTNNB1	+	FGF9	0.023648	0.088219	0.002231
PGD2	+	FGF9	0.087614	0.086588	0.008113
WT1mKTS	-	FGF9	-0.388287	0.717414	-0.297902
SRY	+	FGF9	0.105881	0.115859	0.013119
DKK1	+	FGF9	0.053169	0.068916	0.003919
WNT4	+	FGF9	0.020405	0.088572	0.001933
CBX2	-	FGF9	-0.024711	0.069412	-0.001834
AMH	+	FGF9	0.169398	0.148007	0.026813
NR0B1	-	FGF9	-0.067658	0.101583	-0.007350
NR5A1	-	FGF9	-0.021221	0.073423	-0.001666
WT1pKTS	-	FGF9	-0.005575	0.069880	-0.000417
FOXL2	+	FGF9	0.121913	0.144982	0.018902
UGR	+	FGF9	0.259923	0.883047	0.245460
SOX9	+	FGF9	0.055662	0.068597	0.004083
GATA4	+	FGF9	0.567839	0.998333	0.606250
DMRT1	+	RSPO1	0.136142	0.003173	0.000462
FGF9	-	RSPO1	-0.039193	0.091368	-0.003830
RSPO1	+	RSPO1	1.377437	0.000000	0.000000
DHH	-	RSPO1	-0.019823	0.054680	-0.001159
