SourceGENES,TargetGENES,Interaction,Edges
WT1mKTS,DMRT1,2.37031291496456,repression
WT1mKTS,PGD2,2.06871751986751,repression
WT1mKTS,AMH,1.76007594680888,repression
WT1mKTS,DKK1,1.33401824449659,repression
WT1mKTS,FGF9,1.31993248875069,repression
WT1mKTS,DHH,1.23298957027347,repression
CTNNB1,PGD2,1.10085921611833,repression
WT1mKTS,SOX9,1.09919543286443,repression
WT1pKTS,NR5A1,1,activation
CTNNB1,CBX2,0.897042309939612,repression
WT1mKTS,GATA4,0.821209997039069,repression
WT1mKTS,WT1mKTS,0.809209478799713,activation
NR5A1,CBX2,0.784681776620773,repression
FOXL2,NR5A1,0.772858696755629,repression
GATA4,PGD2,0.753234162510196,repression
GATA4,AMH,0.652821576411391,repression
FOXL2,RSPO1,0.644161466977006,activation
FOXL2,CTNNB1,0.642634776769337,activation
CTNNB1,UGR,0.627672874622375,repression
GATA4,SOX9,0.566630270597797,repression
WT1mKTS,WNT4,0.560166722794189,repression
NR5A1,RSPO1,0.559624519600873,repression
NR5A1,SOX9,0.558173592068054,activation
GATA4,DMRT1,0.529964032542579,repression
WT1pKTS,RSPO1,0.524918253841074,repression
AMH,DMRT1,0.510116824526242,activation
WT1mKTS,WT1pKTS,0.500388297058985,repression
CTNNB1,SOX9,0.48354856150083,repression
FOXL2,SOX9,0.47016713775121,repression
WT1mKTS,FOXL2,0.450553918013628,repression
NR5A1,UGR,0.446691108679488,repression
CTNNB1,WNT4,0.444424736787359,repression
WT1mKTS,NR0B1,0.425046430266306,repression
DKK1,PGD2,0.419127735889663,activation
GATA4,FGF9,0.411628104583968,activation
WT1pKTS,SRY,0.409845180725544,repression
WT1pKTS,CTNNB1,0.406665207960021,repression
NR5A1,NR5A1,0.384929928293992,activation
AMH,AMH,0.343612759171304,activation
NR5A1,CTNNB1,0.331939435534753,repression
AMH,WT1pKTS,0.330573032410287,repression
WT1pKTS,FOXL2,0.324586609326887,repression
AMH,DHH,0.300811144844294,activation
DMRT1,PGD2,0.30080862579188,activation
AMH,FOXL2,0.287937905633776,repression
FOXL2,SRY,0.270286726617004,repression
CTNNB1,SRY,0.266800841789427,repression
AMH,WT1mKTS,0.26480501880313,repression
NR5A1,SRY,0.260408794226313,repression
DKK1,SOX9,0.260009622549338,activation
CTNNB1,RSPO1,0.255623874465972,activation
FOXL2,FOXL2,0.243851801746808,activation
FOXL2,GATA4,0.226749914306693,repression
AMH,DKK1,0.225285679796369,activation
GATA4,DHH,0.205037891234366,repression
CTNNB1,NR0B1,0.201989131760032,repression
WT1mKTS,CTNNB1,0.188117463553073,repression
RSPO1,PGD2,0.187966568988275,repression
WT1pKTS,SOX9,0.184994415697221,repression
AMH,GATA4,0.184604949882534,repression
RSPO1,CBX2,0.168896238434847,repression
GATA4,WNT4,0.164713303251209,repression
DMRT1,GATA4,0.163460392758249,repression
RSPO1,UGR,0.159525561227084,repression
DKK1,AMH,0.15690143180564,activation
DMRT1,WT1mKTS,0.149099299166903,repression
DMRT1,WNT4,0.146943510586271,repression
RSPO1,NR0B1,0.146405060518592,repression
DKK1,WNT4,0.144923482261155,repression
RSPO1,WT1mKTS,0.138158725780091,repression
FOXL2,DMRT1,0.132928821738876,activation
FOXL2,DKK1,0.132842415580064,repression
PGD2,AMH,0.126005548864646,activation
GATA4,DKK1,0.125080304370205,repression
RSPO1,GATA4,0.124701746443337,repression
DKK1,GATA4,0.113889941098192,repression
FOXL2,WT1mKTS,0.107454903796386,repression
DKK1,NR0B1,0.106554582501671,repression
DMRT1,NR0B1,0.0991405947148687,repression
DKK1,DMRT1,0.0924559367556313,activation
AMH,PGD2,0.0915897442314569,activation
RSPO1,WNT4,0.0910567139552505,repression
RSPO1,SRY,0.0903556573777121,repression
CTNNB1,CTNNB1,0.0882831555224039,activation
DMRT1,AMH,0.0864065428463351,activation
RSPO1,DKK1,0.0844340576207479,repression
DKK1,WT1mKTS,0.0770721357695309,repression
